,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.2, 18.4  /  15.3  /  4.4 ,51.4%,12.6%,259,0.1%,"45,379",Duelist
1,2,Sage,0.91, 13.4  /  14.7  /  6.9 ,50.3%,12.6%,189,0.1%,"45,268",Sentinel
2,3,Jett,1.14, 17.8  /  15.6  /  4 ,51.2%,10.5%,252,0.1%,"37,594",Duelist
3,4,Viper,1.01, 14.6  /  14.5  /  5.5 ,51.2%,9.1%,207,0.2%,"32,644",Controller
4,5,Sova,0.99, 14.4  /  14.6  /  5.3 ,49.9%,7.6%,205,0.1%,"27,373",Initiator
5,6,Killjoy,1.0, 14.1  /  14.1  /  3.9 ,50.9%,6.6%,201,0.2%,"23,641",Sentinel
6,7,Raze,1.05, 16.5  /  15.7  /  4.6 ,49.4%,6.5%,240,0.1%,"23,233",Duelist
7,8,Omen,1.0, 15.2  /  15.3  /  5.4 ,47.9%,5.6%,215,0.1%,"20,110",Controller
8,9,KAY/O,0.93, 14.3  /  15.4  /  8.5 ,46.8%,3.8%,207,0.1%,"13,834",Initiator
9,10,Fade,0.95, 14.2  /  15  /  6.3 ,50.8%,3.4%,201,0.1%,"12,320",Initiator
10,11,Skye,0.93, 14  /  15  /  7.2 ,47.2%,3.2%,200,0.1%,"11,507",Initiator
11,12,Brimstone,0.97, 14.5  /  14.9  /  6.7 ,48.1%,3.1%,207,0.1%,"11,280",Controller
12,13,Phoenix,1.1, 16.8  /  15.3  /  4.4 ,48.9%,3.0%,238,0.1%,"10,954",Duelist
13,14,Chamber,1.1, 16.1  /  14.6  /  3.1 ,48.2%,3.0%,222,0.1%,"10,684",Sentinel
14,15,Neon,1.02, 16.5  /  16.2  /  4.2 ,48.1%,2.3%,235,0.1%,"8,202",Duelist
15,16,Yoru,1.0, 15.5  /  15.5  /  4.1 ,46.6%,1.9%,218,0.1%,"6,718",Duelist
16,17,Cypher,0.98, 14.3  /  14.6  /  4.6 ,47.5%,1.7%,199,0.1%,"6,088",Sentinel
17,18,Breach,0.93, 14.3  /  15.4  /  5.7 ,46.2%,1.5%,204,0.1%,"5,323",Initiator
18,19,Harbor,0.91, 14  /  15.3  /  5.7 ,46.4%,1.4%,196,0.1%,"5,190",Controller
19,20,Astra,1.08, 15.5  /  14.3  /  4.9 ,51.8%,0.7%,215,0.1%,"2,350",Controller
