,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.5  /  16.2  /  3.6 ,49.0%,16.9%,237,0.2%,"187,687",Duelist
1,2,Omen,0.98, 14.8  /  15.1  /  9.4 ,48.3%,12.7%,202,0.1%,"141,559",Controller
2,3,Sova,1.02, 14.8  /  14.6  /  6.3 ,50.3%,12.3%,206,0.1%,"136,643",Initiator
3,4,Reyna,1.1, 17.5  /  15.9  /  4.5 ,50.1%,9.8%,238,0.2%,"109,165",Duelist
4,5,Killjoy,1.02, 14.7  /  14.5  /  3.6 ,49.5%,9.4%,200,0.1%,"104,578",Sentinel
5,6,Raze,1.03, 16.5  /  16.1  /  5 ,49.6%,4.2%,236,0.2%,"46,305",Duelist
6,7,Brimstone,0.97, 14.5  /  14.9  /  10.7 ,52.7%,4.1%,206,0.1%,"45,129",Controller
7,8,KAY/O,0.93, 14.5  /  15.7  /  9.5 ,45.1%,4.0%,203,0.1%,"44,719",Initiator
8,9,Deadlock,1.01, 15.2  /  15.1  /  3.8 ,49.3%,3.8%,219,0.1%,"42,727",Sentinel
9,10,Skye,0.95, 14.5  /  15.3  /  7.9 ,49.0%,3.4%,199,0.1%,"37,939",Initiator
10,11,Phoenix,1.1, 17.2  /  15.7  /  4.9 ,51.2%,3.3%,238,0.2%,"36,416",Duelist
11,12,Chamber,1.08, 16.5  /  15.3  /  2.7 ,48.2%,3.3%,219,0.2%,"36,212",Sentinel
12,13,Sage,0.96, 14.4  /  14.9  /  7 ,50.8%,3.1%,197,0.1%,"34,028",Sentinel
13,14,Cypher,1.02, 14.9  /  14.7  /  5 ,50.1%,3.0%,200,0.1%,"33,287",Sentinel
14,15,Astra,1.03, 15.3  /  14.8  /  8.3 ,50.6%,2.1%,207,0.1%,"23,056",Controller
15,16,Fade,0.97, 14.7  /  15.1  /  6.8 ,49.5%,1.4%,200,0.1%,"15,631",Initiator
16,17,Breach,0.93, 14.4  /  15.5  /  7.5 ,47.0%,1.0%,198,0.1%,"10,642",Initiator
17,18,Yoru,1.02, 16.2  /  15.9  /  4.5 ,48.1%,0.9%,220,0.2%,"9,989",Duelist
18,19,Gekko,0.94, 14.4  /  15.3  /  4.8 ,46.6%,0.6%,193,0.1%,"6,955",Initiator
19,20,Neon,0.96, 15.8  /  16.5  /  4.1 ,47.7%,0.5%,220,0.2%,"5,087",Duelist
20,21,Viper,1.0, 14.8  /  14.8  /  5.9 ,48.2%,0.3%,204,0.1%,"3,070",Controller
21,22,Harbor,0.93, 14.4  /  15.4  /  6.6 ,45.1%,0.1%,197,"1,341",,Controller
