,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.12, 16.9  /  15.1  /  3 ,50.0%,16.7%,226,0.2%,"1,447,737"
1,2,Jett,1.06, 17.1  /  16.2  /  3.6 ,50.1%,12.5%,235,0.2%,"1,082,424"
2,3,Reyna,1.11, 17.5  /  15.8  /  3.8 ,50.6%,9.5%,240,0.2%,"824,925"
3,4,Viper,0.98, 14.5  /  14.8  /  5.5 ,50.1%,7.0%,200,0.1%,"604,350"
4,5,Sage,0.95, 14.2  /  14.9  /  6.7 ,51.6%,6.9%,195,0.1%,"596,292"
5,6,Raze,1.03, 16.5  /  16  /  4.8 ,51.3%,5.8%,237,0.2%,"500,871"
6,7,Sova,0.97, 14.3  /  14.8  /  5.7 ,48.9%,5.7%,200,0.1%,"494,853"
7,8,Omen,0.96, 14.7  /  15.3  /  6.2 ,48.8%,5.5%,200,0.1%,"479,808"
8,9,Brimstone,0.97, 14.6  /  15  /  7.6 ,52.5%,5.5%,204,0.1%,"475,320"
9,10,Fade,0.96, 14.4  /  15.1  /  7 ,50.8%,4.8%,199,0.1%,"413,661"
10,11,Skye,0.95, 14.6  /  15.4  /  5.8 ,49.5%,4.3%,200,0.1%,"375,003"
11,12,KAY/O,0.92, 14.4  /  15.6  /  7.9 ,46.8%,4.0%,203,0.1%,"343,332"
12,13,Phoenix,1.09, 17.2  /  15.8  /  3.9 ,51.2%,2.8%,239,0.2%,"244,800"
13,14,Breach,0.93, 14.3  /  15.4  /  5.8 ,49.1%,2.4%,196,0.1%,"207,468"
14,15,Neon,0.98, 16.2  /  16.5  /  3.9 ,48.9%,2.1%,226,0.2%,"184,110"
15,16,Killjoy,0.99, 14.4  /  14.6  /  3.8 ,49.7%,1.5%,201,0.1%,"126,990"
16,17,Astra,1.02, 14.9  /  14.7  /  5.9 ,50.8%,1.1%,203,0.1%,"93,177"
17,18,Yoru,1, 15.9  /  15.9  /  3.4 ,47.0%,1.1%,217,0.2%,"92,922"
18,19,Cypher,0.98, 14.6  /  14.9  /  4.3 ,48.4%,1.1%,197,0.1%,"92,667"
