,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.4  /  15.9  /  3.6 ,49.3%,13.2%,239,0.2%,"227,324"
1,2,Brimstone,0.99, 14.6  /  14.8  /  9.2 ,51.1%,12.6%,205,0.1%,"216,453"
2,3,Breach,0.93, 14.2  /  15.3  /  7.3 ,49.3%,10.7%,195,0.1%,"184,620"
3,4,Reyna,1.14, 17.8  /  15.5  /  4.4 ,50.3%,9.6%,243,0.2%,"165,710"
4,5,Raze,1.05, 16.7  /  15.8  /  4.6 ,49.7%,7.3%,237,0.2%,"126,592"
5,6,Killjoy,1.02, 14.7  /  14.4  /  3.7 ,50.4%,6.7%,201,0.1%,"114,988"
6,7,Chamber,1.09, 16.4  /  15  /  2.8 ,48.5%,4.8%,220,0.2%,"81,836"
7,8,Deadlock,1, 15.1  /  15.1  /  3.9 ,48.7%,4.3%,211,0.1%,"73,846"
8,9,Skye,0.95, 14.3  /  15.1  /  7.4 ,49.7%,4.1%,196,0.1%,"69,939"
9,10,Cypher,1.02, 14.9  /  14.7  /  4.8 ,49.4%,4.0%,201,0.1%,"68,388"
10,11,Sage,0.93, 13.8  /  14.8  /  6.8 ,50.0%,3.9%,190,0.1%,"66,723"
11,12,Omen,0.95, 14.5  /  15.2  /  7.2 ,45.8%,2.8%,200,0.1%,"48,158"
12,13,Viper,0.99, 14.7  /  14.9  /  5.7 ,47.7%,2.6%,203,0.1%,"44,390"
13,14,Fade,0.96, 14.5  /  15  /  6.2 ,49.2%,2.4%,197,0.1%,"41,313"
14,15,Neon,1.01, 16.6  /  16.4  /  4.3 ,48.5%,2.1%,230,0.2%,"35,990"
15,16,Phoenix,1.11, 17  /  15.4  /  4.6 ,50.7%,2.1%,235,0.2%,"35,731"
16,17,KAY/O,0.92, 14.3  /  15.5  /  9.1 ,45.4%,1.8%,202,0.1%,"31,195"
17,18,Gekko,0.93, 14  /  15  /  4.7 ,48.9%,1.7%,189,0.1%,"28,536"
18,19,Astra,1.02, 15.1  /  14.9  /  6.6 ,46.5%,1.2%,205,0.1%,"19,892"
19,20,Yoru,1, 15.8  /  15.8  /  4.4 ,46.3%,1.0%,217,0.2%,"17,757"
20,21,Sova,0.98, 14.6  /  14.9  /  5.5 ,47.9%,0.9%,202,0.1%,"16,128"
21,22,Harbor,0.91, 14  /  15.3  /  6.1 ,43.2%,0.4%,191,0.1%,"7,102"
