,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.3  /  16  /  3.6 ,49.2%,15.2%,237,0.2%,"266,214"
1,2,Omen,0.98, 14.8  /  15.1  /  8.1 ,48.8%,12.7%,203,0.1%,"222,556"
2,3,Reyna,1.11, 17.6  /  15.8  /  4.4 ,49.7%,10.5%,241,0.2%,"183,122"
3,4,Sova,1, 14.7  /  14.7  /  5.8 ,49.6%,8.2%,204,0.1%,"143,963"
4,5,Skye,0.94, 14.3  /  15.2  /  7.6 ,48.9%,6.1%,198,0.1%,"107,169"
5,6,Killjoy,1.02, 14.8  /  14.5  /  3.4 ,50.1%,6.1%,202,0.1%,"106,536"
6,7,Sage,0.93, 14.1  /  15.1  /  7 ,49.9%,5.1%,194,0.1%,"89,354"
7,8,Raze,1.04, 16.6  /  16  /  4.6 ,49.7%,4.5%,236,0.2%,"78,786"
8,9,Chamber,1.08, 16.2  /  15.1  /  2.8 ,48.4%,4.4%,217,0.2%,"76,405"
9,10,Brimstone,0.96, 14.4  /  15  /  9.4 ,51.6%,4.3%,204,0.1%,"74,475"
10,11,Deadlock,0.99, 15  /  15.2  /  3.8 ,48.9%,4.0%,220,0.1%,"70,116"
11,12,Phoenix,1.1, 17.3  /  15.7  /  4.7 ,50.7%,3.7%,239,0.2%,"65,296"
12,13,Cypher,1.02, 15  /  14.7  /  4.6 ,49.2%,3.6%,202,0.1%,"63,670"
13,14,Breach,0.94, 14.5  /  15.4  /  7.4 ,48.9%,2.8%,199,0.1%,"48,206"
14,15,Astra,1.02, 15.2  /  14.8  /  7 ,49.0%,1.9%,205,0.1%,"32,876"
15,16,Fade,0.96, 14.5  /  15.1  /  6.7 ,48.9%,1.7%,199,0.1%,"29,276"
16,17,KAY/O,0.92, 14.4  /  15.7  /  9.3 ,45.2%,1.5%,205,0.1%,"25,469"
17,18,Gekko,0.94, 14.3  /  15.2  /  4.9 ,49.4%,1.3%,194,0.1%,"22,869"
18,19,Yoru,1.01, 16  /  15.8  /  4.4 ,46.9%,1.1%,219,0.2%,"18,418"
19,20,Neon,0.97, 16  /  16.5  /  4.1 ,47.6%,0.7%,222,0.2%,"12,927"
20,21,Viper,1, 14.8  /  14.7  /  5.8 ,48.0%,0.4%,206,0.1%,"6,553"
21,22,Harbor,0.89, 14  /  15.7  /  6.2 ,43.5%,0.2%,191,0.1%,"2,957"
