,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.14, 17.9  /  15.7  /  3.7 ,50.7%,14.7%,247,0.2%,"360,366"
1,2,Reyna,1.13, 17.7  /  15.6  /  4 ,51.1%,14.0%,245,0.2%,"343,179"
2,3,Sage,0.95, 14.1  /  14.8  /  6.9 ,52.3%,10.7%,191,0.1%,"262,344"
3,4,Neon,1, 16.5  /  16.5  /  4 ,49.6%,7.3%,233,0.2%,"179,673"
4,5,Sova,0.99, 14.5  /  14.7  /  6.1 ,50.0%,6.7%,204,0.1%,"164,169"
5,6,Viper,1, 14.6  /  14.6  /  5.3 ,51.2%,6.6%,201,0.1%,"160,497"
6,7,Chamber,1.09, 16.1  /  14.8  /  3.1 ,49.6%,6.5%,219,0.1%,"158,661"
7,8,Raze,1.05, 16.6  /  15.8  /  4.9 ,51.1%,5.3%,241,0.2%,"129,030"
8,9,Skye,0.97, 14.6  /  15.2  /  6 ,49.6%,4.6%,200,0.1%,"113,577"
9,10,Killjoy,1, 14.3  /  14.3  /  3.9 ,51.5%,4.4%,201,0.1%,"106,743"
10,11,Omen,0.97, 15  /  15.4  /  5.4 ,47.6%,4.3%,204,0.1%,"104,295"
11,12,Astra,1.02, 14.9  /  14.6  /  5.5 ,50.1%,3.8%,199,0.1%,"92,412"
12,13,Brimstone,0.98, 14.7  /  14.9  /  6.7 ,51.5%,3.2%,202,0.1%,"78,030"
13,14,Cypher,0.98, 14.5  /  14.7  /  4.1 ,48.6%,2.8%,196,0.1%,"68,748"
14,15,Breach,0.95, 14.5  /  15.3  /  5.6 ,49.3%,1.9%,200,0.1%,"47,379"
15,16,KAY/O,0.94, 14.3  /  15.3  /  7.9 ,48.6%,1.6%,201,0.1%,"38,760"
16,17,Phoenix,1.07, 16.5  /  15.4  /  3.8 ,49.2%,1.1%,233,0.2%,"26,214"
17,18,Yoru,1.02, 16  /  15.7  /  3.3 ,43.8%,0.6%,222,0.2%,"13,515"
