,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.75, 10.7  /  14.3  /  6.2 ,49.5%,14.0%,159,0.1%,"10,323"
1,2,Reyna,0.99, 14.5  /  14.6  /  4.6 ,49.5%,11.4%,213,0.1%,"8,389"
2,3,Raze,0.9, 13.2  /  14.6  /  4.7 ,48.8%,7.1%,201,0.1%,"5,277"
3,4,Jett,0.93, 13.6  /  14.6  /  3.9 ,49.9%,6.6%,201,0.1%,"4,906"
4,5,Fade,0.79, 11.4  /  14.5  /  5.9 ,48.9%,5.8%,170,0.1%,"4,266"
5,6,Yoru,0.87, 12.9  /  14.8  /  4.2 ,48.4%,5.5%,187,0.1%,"4,096"
6,7,Omen,0.84, 12.4  /  14.7  /  4.9 ,48.3%,5.5%,181,0.1%,"4,062"
7,8,Killjoy,0.88, 12  /  13.7  /  4.4 ,53.4%,5.2%,181,0.2%,"3,848"
8,9,Phoenix,0.9, 13.1  /  14.5  /  4.5 ,49.4%,4.9%,194,0.1%,"3,581"
9,10,Viper,0.82, 11.6  /  14.3  /  5.1 ,49.0%,4.7%,173,0.1%,"3,454"
10,11,Neon,0.83, 12.7  /  15.3  /  4.1 ,47.7%,4.6%,188,0.1%,"3,378"
11,12,Sova,0.82, 11.8  /  14.3  /  5.1 ,48.1%,4.5%,176,0.1%,"3,344"
12,13,Skye,0.79, 11.4  /  14.4  /  7 ,48.5%,3.8%,172,0.1%,"2,770"
13,14,KAY/O,0.76, 11.3  /  15  /  7.5 ,45.8%,3.6%,173,0.1%,"2,625"
14,15,Brimstone,0.84, 12  /  14.2  /  6 ,49.2%,3.4%,180,0.1%,"2,499"
15,16,Cypher,0.86, 11.9  /  13.9  /  4.9 ,48.7%,3.1%,174,0.2%,"2,300"
16,17,Chamber,0.91, 12.9  /  14.2  /  3.5 ,46.1%,2.6%,187,0.1%,"1,928"
17,18,Harbor,0.75, 11.1  /  14.8  /  5.1 ,48.9%,1.5%,163,0.1%,"1,107"
18,19,Breach,0.84, 12.3  /  14.7  /  5.5 ,50.1%,1.4%,183,0.1%,"1,025"
19,20,Astra,0.87, 12.1  /  13.9  /  4.8 ,47.7%,0.8%,179,0.1%,627
