,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.11, 17.6  /  15.8  /  3.8 ,49.8%,12.0%,244,0.1%,"995,013"
1,2,Reyna,1.15, 17.9  /  15.6  /  4.6 ,50.4%,11.4%,249,0.1%,"944,430"
2,3,Killjoy,1.01, 14.3  /  14.2  /  3.9 ,49.9%,10.3%,200,0.1%,"852,995"
3,4,Omen,0.99, 14.9  /  15.1  /  7.7 ,48.9%,10.0%,207,0.1%,"827,235"
4,5,Sage,0.93, 13.7  /  14.8  /  7.1 ,50.2%,8.0%,191,0.1%,"662,930"
5,6,Sova,1.03, 14.9  /  14.5  /  5.9 ,50.7%,7.8%,210,0.1%,"641,813"
6,7,Raze,1.05, 16.5  /  15.8  /  5.1 ,49.8%,5.9%,240,0.1%,"486,883"
7,8,Brimstone,0.98, 14.5  /  14.9  /  9 ,51.5%,5.7%,208,0.1%,"472,315"
8,9,KAY/O,0.92, 14.2  /  15.4  /  8.5 ,46.2%,3.7%,202,0.1%,"307,196"
9,10,Skye,0.94, 14.2  /  15.1  /  7.8 ,48.9%,3.7%,198,0.1%,"307,005"
10,11,Phoenix,1.13, 17.4  /  15.4  /  4.8 ,51.0%,3.5%,244,0.1%,"289,656"
11,12,Cypher,1.01, 14.5  /  14.5  /  5 ,49.2%,2.7%,199,0.1%,"225,518"
12,13,Chamber,1.09, 16.3  /  15  /  3.1 ,48.9%,2.7%,222,0.1%,"223,443"
13,14,Gekko,0.92, 14  /  15.2  /  4.8 ,48.1%,2.6%,193,0.1%,"214,052"
14,15,Fade,0.95, 14.3  /  15  /  6.4 ,49.1%,2.3%,199,0.1%,"191,059"
15,16,Viper,0.98, 14.5  /  14.7  /  5.7 ,48.6%,1.6%,203,0.1%,"130,151"
16,17,Breach,0.93, 14.5  /  15.5  /  6.6 ,47.5%,1.6%,203,0.1%,"129,699"
17,18,Astra,1.04, 15.3  /  14.6  /  7 ,49.7%,1.5%,211,0.1%,"124,583"
18,19,Neon,0.98, 15.9  /  16.3  /  4.1 ,46.8%,1.2%,224,0.1%,"99,327"
19,20,Yoru,1.01, 15.7  /  15.6  /  4.5 ,46.5%,1.2%,218,0.1%,"96,731"
20,21,Harbor,0.91, 13.9  /  15.3  /  6 ,45.6%,0.5%,195,0.1%,"38,970"
