,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.5  /  16.3  /  3.5 ,48.6%,15.0%,239,0.2%,"30,212",Duelist
1,2,Raze,1.04, 17.1  /  16.4  /  4.8 ,50.1%,12.3%,245,0.2%,"24,642",Duelist
2,3,Omen,1.0, 15.1  /  15  /  8.7 ,49.5%,12.3%,205,0.1%,"24,613",Controller
3,4,Skye,0.97, 14.7  /  15.1  /  8.1 ,49.7%,12.1%,199,0.1%,"24,219",Initiator
4,5,Sage,0.99, 14.9  /  15.1  /  7.3 ,51.3%,10.2%,204,0.1%,"20,492",Sentinel
5,6,Reyna,1.12, 17.6  /  15.8  /  4.2 ,49.8%,6.6%,240,0.2%,"13,208",Duelist
6,7,Cypher,1.02, 15.1  /  14.8  /  4.3 ,47.8%,6.4%,201,0.1%,"12,896",Sentinel
7,8,Killjoy,1.05, 15.4  /  14.7  /  3.3 ,48.6%,4.9%,208,0.1%,"9,808",Sentinel
8,9,Astra,1.06, 15.5  /  14.7  /  7.5 ,49.3%,4.3%,210,0.1%,"8,543",Controller
9,10,Deadlock,1.03, 15.6  /  15  /  3.7 ,48.7%,3.4%,232,0.1%,"6,901",Sentinel
10,11,Chamber,1.09, 16.6  /  15.3  /  2.6 ,47.1%,3.0%,221,0.2%,"5,945",Sentinel
11,12,Breach,0.94, 14.4  /  15.3  /  7.9 ,47.0%,2.2%,196,0.1%,"4,384",Initiator
12,13,Brimstone,1.0, 15  /  15  /  10.4 ,53.3%,2.0%,211,0.1%,"3,967",Controller
13,14,Phoenix,1.07, 16.8  /  15.6  /  4.6 ,49.9%,1.0%,235,0.2%,"1,909",Duelist
14,15,KAY/O,0.95, 14.7  /  15.6  /  9.4 ,46.2%,0.9%,206,0.1%,"1,771",Initiator
15,16,Yoru,1.03, 16.1  /  15.7  /  4.4 ,46.4%,0.8%,221,0.2%,"1,666",Duelist
16,17,Viper,1.07, 16  /  15  /  5.5 ,47.3%,0.7%,220,0.1%,"1,466",Controller
17,18,Fade,0.98, 15  /  15.3  /  6.2 ,48.7%,0.7%,202,0.1%,"1,321",Initiator
18,19,Gekko,0.97, 14.8  /  15.2  /  4.6 ,51.0%,0.6%,198,0.1%,"1,161",Initiator
19,20,Sova,0.97, 14.8  /  15.2  /  6 ,46.9%,0.4%,208,0.1%,768,Initiator
20,21,Neon,1.02, 16.8  /  16.4  /  4 ,49.7%,0.3%,229,0.2%,700,Duelist
21,22,Harbor,0.93, 14.4  /  15.5  /  6.8 ,48.4%,0.1%,194,155,,Controller
