,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.1  /  3.6 ,49.1%,17.6%,237,0.1%,"359,560",Duelist
1,2,Omen,0.99, 14.9  /  15.1  /  8.6 ,49.1%,13.5%,203,0.1%,"277,161",Controller
2,3,Sova,1.01, 14.9  /  14.7  /  5.9 ,49.7%,10.6%,206,0.1%,"216,519",Initiator
3,4,Reyna,1.11, 17.6  /  15.9  /  4.4 ,49.6%,9.5%,241,0.1%,"194,133",Duelist
4,5,Killjoy,1.03, 15.1  /  14.6  /  3.5 ,50.4%,8.4%,205,0.1%,"172,884",Sentinel
5,6,Skye,0.95, 14.5  /  15.3  /  7.9 ,49.1%,5.5%,199,0.1%,"112,288",Initiator
6,7,Cypher,1.03, 15.2  /  14.8  /  4.7 ,48.9%,4.6%,204,0.1%,"95,054",Sentinel
7,8,Sage,0.96, 14.4  /  15.1  /  7.1 ,50.2%,4.2%,198,0.1%,"86,266",Sentinel
8,9,Raze,1.04, 16.7  /  16  /  4.7 ,49.9%,4.1%,237,0.1%,"84,241",Duelist
9,10,Phoenix,1.1, 17.4  /  15.8  /  4.8 ,51.0%,3.9%,240,0.1%,"79,784",Duelist
10,11,Chamber,1.08, 16.4  /  15.2  /  2.7 ,47.2%,3.6%,218,0.1%,"74,405",Sentinel
11,12,Brimstone,0.97, 14.6  /  15  /  9.8 ,51.3%,3.5%,206,0.1%,"70,923",Controller
12,13,Breach,0.94, 14.6  /  15.5  /  7.9 ,47.4%,2.6%,200,0.1%,"52,591",Initiator
13,14,Astra,1.03, 15.2  /  14.8  /  7.4 ,49.0%,1.9%,205,0.1%,"39,683",Controller
14,15,Fade,0.97, 14.6  /  15.1  /  7 ,49.6%,1.8%,201,0.1%,"36,210",Initiator
15,16,Gekko,0.95, 14.5  /  15.3  /  5.1 ,48.8%,1.4%,195,0.1%,"29,505",Initiator
16,17,KAY/O,0.93, 14.6  /  15.7  /  9.8 ,44.9%,1.3%,207,0.1%,"26,945",Initiator
17,18,Yoru,1.01, 16  /  15.8  /  4.7 ,48.1%,0.9%,219,0.1%,"17,996",Duelist
18,19,Neon,0.96, 15.9  /  16.6  /  4.2 ,45.8%,0.6%,221,0.1%,"11,704",Duelist
19,20,Viper,1.02, 15.2  /  14.9  /  6.2 ,48.4%,0.2%,210,0.1%,"4,652",Controller
20,21,Harbor,0.95, 14.6  /  15.4  /  6.7 ,46.8%,0.2%,200,0.1%,"4,015",Controller
