,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.77, 11.1  /  14.4  /  6.3 ,51.6%,16.9%,160,0.1%,"189,159"
1,2,Reyna,0.99, 14.7  /  14.8  /  4.3 ,51.8%,11.1%,217,0.2%,"124,542"
2,3,Jett,0.92, 14  /  15.2  /  4 ,48.8%,8.2%,205,0.2%,"91,494"
3,4,Raze,0.9, 13.6  /  15.1  /  4.9 ,50.9%,7.2%,206,0.1%,"81,039"
4,5,Neon,0.9, 13.8  /  15.3  /  4 ,48.2%,6.7%,205,0.2%,"74,358"
5,6,Killjoy,0.86, 12.1  /  14  /  4.3 ,54.0%,6.5%,180,0.1%,"73,134"
6,7,Sova,0.82, 12  /  14.7  /  5.2 ,49.6%,6.2%,178,0.1%,"69,462"
7,8,Viper,0.83, 11.9  /  14.4  /  4.9 ,50.3%,6.2%,174,0.1%,"69,156"
8,9,Omen,0.84, 12.5  /  14.8  /  4.3 ,48.3%,5.2%,180,0.1%,"57,732"
9,10,Skye,0.78, 11.6  /  14.8  /  6.3 ,49.0%,4.3%,167,0.1%,"47,685"
10,11,Chamber,0.92, 13.4  /  14.6  /  3.4 ,51.5%,4.1%,190,0.1%,"45,849"
11,12,Phoenix,0.86, 13  /  15.1  /  4 ,47.2%,3.7%,194,0.2%,"41,310"
12,13,Brimstone,0.82, 12.2  /  14.9  /  5.4 ,49.0%,3.3%,177,0.1%,"37,383"
13,14,Cypher,0.86, 12.2  /  14.3  /  4.4 ,50.9%,2.7%,174,0.1%,"30,345"
14,15,Yoru,0.89, 13.1  /  14.8  /  3.7 ,51.6%,2.7%,190,0.1%,"29,733"
15,16,KAY/O,0.79, 11.8  /  15  /  6.7 ,47.8%,2.4%,174,0.1%,"26,979"
16,17,Breach,0.84, 12.4  /  14.7  /  4.8 ,48.7%,1.6%,182,0.1%,"17,697"
17,18,Astra,0.86, 12  /  14  /  4.2 ,51.9%,1.0%,175,0.1%,"10,914"
