,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.76, 10.8  /  14.1  /  6.2 ,49.7%,14.0%,160,0.1%,"10,381"
1,2,Reyna,1.02, 14.7  /  14.5  /  4.6 ,49.6%,11.1%,218,0.1%,"8,183"
2,3,Raze,0.91, 13.3  /  14.6  /  4.7 ,49.1%,7.5%,204,0.1%,"5,555"
3,4,Jett,0.91, 13.5  /  14.7  /  3.9 ,49.2%,6.3%,200,0.1%,"4,673"
4,5,Omen,0.83, 12.2  /  14.7  /  4.8 ,47.1%,5.7%,180,0.1%,"4,205"
5,6,Killjoy,0.88, 11.9  /  13.6  /  4.2 ,52.3%,5.4%,180,0.2%,"3,983"
6,7,Fade,0.77, 11.2  /  14.6  /  5.9 ,46.3%,5.4%,169,0.1%,"3,970"
7,8,Neon,0.87, 12.9  /  14.9  /  4.1 ,50.6%,5.0%,194,0.1%,"3,709"
8,9,Yoru,0.85, 12.5  /  14.6  /  4.2 ,48.9%,5.0%,183,0.1%,"3,684"
9,10,Phoenix,0.91, 13.1  /  14.4  /  4.3 ,46.6%,4.9%,196,0.1%,"3,596"
10,11,Sova,0.79, 11.4  /  14.4  /  4.8 ,47.3%,4.4%,172,0.1%,"3,273"
11,12,Viper,0.8, 11.5  /  14.4  /  4.8 ,48.3%,4.3%,172,0.1%,"3,184"
12,13,Brimstone,0.85, 12  /  14.1  /  5.9 ,50.1%,4.2%,182,0.1%,"3,094"
13,14,Skye,0.81, 11.6  /  14.3  /  6.8 ,50.2%,4.0%,173,0.1%,"2,988"
14,15,KAY/O,0.75, 11.1  /  14.8  /  7.6 ,47.5%,3.4%,171,0.1%,"2,525"
15,16,Cypher,0.85, 12  /  14.1  /  4.8 ,48.6%,2.9%,175,0.2%,"2,161"
16,17,Breach,0.87, 12.7  /  14.6  /  5.5 ,48.0%,2.3%,189,0.1%,"1,703"
17,18,Chamber,0.89, 12.7  /  14.3  /  3.6 ,48.5%,2.3%,186,0.1%,"1,681"
18,19,Harbor,0.75, 10.8  /  14.5  /  5.1 ,45.8%,1.2%,165,0.1%,872
19,20,Astra,0.85, 12.2  /  14.4  /  4.8 ,45.5%,0.7%,183,0.1%,521
