,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.92, 13.6  /  14.8  /  7.1 ,50.7%,12.5%,190,0.1%,"36,024",Sentinel
1,2,Reyna,1.18, 18.4  /  15.6  /  4.3 ,50.6%,12.3%,256,0.1%,"35,503",Duelist
2,3,Jett,1.12, 17.8  /  15.9  /  4 ,50.7%,12.1%,250,0.1%,"35,029",Duelist
3,4,Viper,1.02, 14.9  /  14.6  /  5.6 ,51.0%,10.4%,207,0.2%,"30,118",Controller
4,5,Sova,1.01, 14.8  /  14.6  /  5.3 ,51.6%,8.7%,207,0.1%,"24,988",Initiator
5,6,Killjoy,1.01, 14.4  /  14.3  /  3.8 ,50.5%,6.5%,202,0.2%,"18,705",Sentinel
6,7,Raze,1.05, 16.6  /  15.8  /  4.6 ,49.8%,6.3%,240,0.1%,"18,076",Duelist
7,8,Omen,0.98, 15.1  /  15.4  /  5.7 ,47.8%,4.9%,212,0.1%,"14,014",Controller
8,9,KAY/O,0.92, 14.4  /  15.5  /  8.7 ,45.1%,3.9%,207,0.1%,"11,382",Initiator
9,10,Chamber,1.09, 16  /  14.8  /  3.1 ,49.1%,3.1%,220,0.1%,"8,910",Sentinel
10,11,Fade,0.95, 14.4  /  15.1  /  6.3 ,50.2%,3.1%,202,0.1%,"8,869",Initiator
11,12,Skye,0.94, 14.2  /  15.2  /  7.3 ,47.6%,3.1%,200,0.1%,"8,812",Initiator
12,13,Brimstone,0.95, 14.3  /  15  /  6.9 ,47.6%,2.7%,204,0.1%,"7,683",Controller
13,14,Phoenix,1.1, 17  /  15.3  /  4.2 ,49.4%,2.5%,239,0.1%,"7,334",Duelist
14,15,Neon,1.0, 16.3  /  16.4  /  4.1 ,48.3%,1.8%,232,0.1%,"5,204",Duelist
15,16,Cypher,0.98, 14.4  /  14.7  /  4.4 ,46.0%,1.5%,199,0.1%,"4,335",Sentinel
16,17,Harbor,0.9, 13.8  /  15.3  /  5.9 ,45.5%,1.5%,192,0.1%,"4,324",Controller
17,18,Yoru,1.01, 15.9  /  15.8  /  4.1 ,45.3%,1.4%,220,0.1%,"4,044",Duelist
18,19,Breach,0.92, 14.4  /  15.5  /  6 ,45.8%,1.3%,203,0.1%,"3,747",Initiator
19,20,Astra,1.04, 15.3  /  14.7  /  5 ,47.5%,0.6%,211,0.1%,"1,748",Controller
