,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.18, 17.9  /  15.1  /  4.7 ,50.2%,12.5%,255,0.1%,"44,578",Duelist
1,2,Sage,0.88, 12.8  /  14.6  /  7 ,49.6%,12.1%,183,0.1%,"42,953",Sentinel
2,3,Jett,1.1, 16.9  /  15.3  /  4 ,50.2%,7.9%,240,0.1%,"28,273",Duelist
3,4,Killjoy,0.97, 13.4  /  13.9  /  4.3 ,50.5%,6.1%,196,0.2%,"21,638",Sentinel
4,5,Raze,1.03, 15.8  /  15.3  /  4.9 ,49.0%,5.8%,234,0.1%,"20,734",Duelist
5,6,Fade,0.93, 13.8  /  14.9  /  6.3 ,49.6%,5.8%,198,0.1%,"20,585",Initiator
6,7,Viper,0.96, 14  /  14.5  /  5.7 ,49.6%,5.5%,201,0.1%,"19,632",Controller
7,8,Omen,0.96, 14.4  /  15  /  5.8 ,47.9%,5.3%,204,0.1%,"18,719",Controller
8,9,Brimstone,0.96, 14.1  /  14.6  /  7.3 ,50.0%,4.6%,205,0.1%,"16,360",Controller
9,10,Skye,0.92, 13.6  /  14.8  /  7.7 ,49.4%,4.4%,196,0.1%,"15,812",Initiator
10,11,Phoenix,1.12, 16.7  /  14.9  /  4.8 ,50.8%,4.1%,240,0.1%,"14,527",Duelist
11,12,KAY/O,0.89, 13.6  /  15.2  /  8.1 ,46.4%,3.9%,200,0.1%,"13,861",Initiator
12,13,Sova,0.95, 13.9  /  14.5  /  5.4 ,48.2%,3.7%,201,0.1%,"13,340",Initiator
13,14,Cypher,0.97, 13.8  /  14.2  /  5 ,49.1%,3.5%,194,0.2%,"12,611",Sentinel
14,15,Chamber,1.07, 15.4  /  14.4  /  3.4 ,48.3%,3.2%,215,0.1%,"11,319",Sentinel
15,16,Neon,1.0, 15.9  /  15.9  /  4.4 ,48.9%,3.1%,229,0.1%,"10,881",Duelist
16,17,Yoru,1.01, 15.4  /  15.2  /  4.4 ,46.9%,2.4%,218,0.1%,"8,382",Duelist
17,18,Harbor,0.9, 13.4  /  14.9  /  5.7 ,47.8%,2.3%,191,0.1%,"8,095",Controller
18,19,Breach,0.94, 14.2  /  15.1  /  6.1 ,48.3%,2.1%,203,0.1%,"7,329",Initiator
19,20,Astra,1.03, 14.7  /  14.2  /  5.7 ,49.3%,1.8%,205,0.1%,"6,315",Controller
