,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.15, 17.5  /  15.3  /  4.7 ,50.4%,12.1%,249,0.1%,"43,531",Duelist
1,2,Sage,0.9, 13.1  /  14.6  /  7 ,49.3%,11.1%,187,0.1%,"39,942",Sentinel
2,3,Killjoy,1.0, 14  /  14  /  4.2 ,50.2%,9.8%,201,0.2%,"35,241",Sentinel
3,4,Jett,1.09, 16.9  /  15.5  /  4 ,49.8%,8.6%,239,0.1%,"30,933",Duelist
4,5,Omen,0.98, 14.6  /  15  /  6.6 ,48.5%,7.9%,207,0.1%,"28,527",Controller
5,6,Raze,1.04, 16  /  15.4  /  5.1 ,51.2%,6.7%,238,0.1%,"24,244",Duelist
6,7,Sova,0.99, 14.3  /  14.4  /  5.6 ,50.0%,6.1%,206,0.1%,"21,908",Initiator
7,8,Brimstone,0.97, 14.2  /  14.7  /  8 ,51.4%,5.5%,207,0.1%,"19,928",Controller
8,9,Fade,0.92, 13.8  /  15  /  6.3 ,48.7%,4.1%,196,0.1%,"14,767",Initiator
9,10,Phoenix,1.09, 16.5  /  15.1  /  4.7 ,50.3%,3.9%,238,0.1%,"14,014",Duelist
10,11,Skye,0.91, 13.5  /  14.9  /  7.7 ,48.4%,3.7%,194,0.1%,"13,375",Initiator
11,12,KAY/O,0.89, 13.6  /  15.3  /  8 ,46.3%,3.7%,199,0.1%,"13,295",Initiator
12,13,Cypher,0.98, 14  /  14.3  /  5.2 ,49.6%,3.0%,196,0.2%,"10,781",Sentinel
13,14,Viper,0.96, 14  /  14.6  /  5.4 ,47.1%,2.9%,200,0.1%,"10,490",Controller
14,15,Neon,0.97, 15.5  /  16  /  4.1 ,46.0%,2.4%,222,0.1%,"8,678",Duelist
15,16,Chamber,1.06, 15.7  /  14.8  /  3.3 ,47.6%,2.3%,219,0.1%,"8,198",Sentinel
16,17,Yoru,0.97, 14.9  /  15.4  /  4.3 ,45.6%,2.0%,213,0.1%,"7,173",Duelist
17,18,Breach,0.92, 14  /  15.2  /  6.1 ,48.3%,2.0%,201,0.1%,"7,111",Initiator
18,19,Astra,1.01, 14.6  /  14.4  /  6.3 ,49.0%,1.3%,206,0.1%,"4,603",Controller
19,20,Harbor,0.89, 13.6  /  15.2  /  5.7 ,45.8%,1.0%,193,0.1%,"3,479",Controller
