,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.22, 18.4  /  15.1  /  4.6 ,51.0%,12.5%,260,0.1%,"44,855"
1,2,Sage,0.91, 13.2  /  14.6  /  6.9 ,50.4%,9.9%,189,0.1%,"35,606"
2,3,Jett,1.14, 17.5  /  15.3  /  4 ,50.8%,8.4%,248,0.1%,"30,352"
3,4,Brimstone,1.01, 14.6  /  14.5  /  7.8 ,51.6%,8.0%,210,0.1%,"28,655"
4,5,Killjoy,1.01, 14.2  /  14.1  /  4.2 ,51.6%,7.5%,203,0.2%,"26,962"
5,6,Breach,0.95, 14.4  /  15.2  /  6.3 ,49.5%,6.7%,205,0.1%,"24,166"
6,7,Raze,1.07, 16.5  /  15.4  /  4.8 ,49.3%,6.5%,241,0.1%,"23,360"
7,8,Omen,0.97, 14.6  /  15  /  6 ,46.9%,4.7%,206,0.1%,"16,872"
8,9,Viper,0.99, 14.4  /  14.6  /  5.5 ,49.1%,4.3%,204,0.2%,"15,302"
9,10,Fade,0.95, 14  /  14.8  /  6.2 ,49.4%,4.2%,199,0.1%,"15,077"
10,11,Skye,0.94, 13.9  /  14.9  /  7.3 ,49.4%,4.0%,198,0.1%,"14,323"
11,12,Neon,1.04, 16.6  /  15.9  /  4.4 ,49.4%,3.6%,237,0.1%,"12,853"
12,13,Cypher,0.99, 14.3  /  14.4  /  4.9 ,48.0%,3.4%,200,0.1%,"12,388"
13,14,Phoenix,1.14, 17  /  14.9  /  4.5 ,49.9%,3.4%,243,0.1%,"12,375"
14,15,KAY/O,0.92, 14  /  15.2  /  8.5 ,46.8%,3.4%,205,0.1%,"12,106"
15,16,Chamber,1.09, 16.1  /  14.7  /  3.3 ,49.1%,2.8%,223,0.1%,"10,034"
16,17,Sova,0.96, 14.1  /  14.7  /  5.3 ,47.8%,2.7%,204,0.1%,"9,612"
17,18,Yoru,1.02, 15.7  /  15.4  /  4.4 ,46.6%,1.7%,221,0.1%,"6,060"
18,19,Harbor,0.93, 13.8  /  14.9  /  5.7 ,47.6%,1.2%,196,0.1%,"4,349"
19,20,Astra,1.01, 14.7  /  14.5  /  5.7 ,47.7%,1.1%,204,0.2%,"3,905"
