,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Brimstone, 14.7  /  14.8  /  10.4 ,50.5%,17.1%,205,0.1%,"37,680",,Controller
1,2,Jett,1.09, 17.5  /  16  /  3.4 ,50.2%,16.5%,236,0.2%,"36,194",Duelist
2,3,Breach,0.93, 14.1  /  15.2  /  8.2 ,49.6%,15.3%,192,0.1%,"33,745",Initiator
3,4,Raze,1.05, 16.7  /  15.9  /  4.4 ,49.8%,10.6%,235,0.2%,"23,332",Duelist
4,5,Reyna,1.13, 17.5  /  15.5  /  4.2 ,50.3%,8.2%,237,0.2%,"17,930",Duelist
5,6,Killjoy,1.06, 15.2  /  14.4  /  3.3 ,51.4%,7.7%,205,0.1%,"16,977",Sentinel
6,7,Cypher,1.04, 15.3  /  14.7  /  4.5 ,50.6%,5.5%,203,0.1%,"12,006",Sentinel
7,8,Chamber,1.11, 16.7  /  15.1  /  2.6 ,48.5%,4.0%,220,0.2%,"8,825",Sentinel
8,9,Deadlock,1.05, 15.8  /  15.1  /  3.7 ,49.9%,3.2%,234,0.1%,"7,095",Sentinel
9,10,Skye,0.97, 14.5  /  15  /  7.7 ,50.0%,1.7%,198,0.1%,"3,796",Initiator
10,11,Neon,0.99, 16.6  /  16.7  /  4.3 ,47.3%,1.5%,228,0.2%,"3,261",Duelist
11,12,Fade,0.99, 14.9  /  15  /  6.3 ,48.3%,1.3%,201,0.1%,"2,930",Initiator
12,13,Sage,0.98, 14.6  /  14.9  /  6.6 ,51.5%,1.3%,199,0.1%,"2,881",Sentinel
13,14,Phoenix,1.1, 17.1  /  15.5  /  4.6 ,51.4%,1.1%,232,0.2%,"2,500",Duelist
14,15,Yoru,1.01, 15.9  /  15.7  /  4.4 ,45.4%,1.0%,217,0.2%,"2,150",Duelist
15,16,KAY/O,0.94, 14.6  /  15.5  /  10 ,48.3%,1.0%,204,0.1%,"2,119",Initiator
16,17,Viper,1.02, 15.1  /  14.9  /  5.8 ,46.8%,0.8%,206,0.1%,"1,835",Controller
17,18,Astra,1.03, 15.2  /  14.8  /  7 ,44.8%,0.6%,205,0.1%,"1,282",Controller
18,19,Omen,1, 15.1  /  15.1  /  8.1 ,48.2%,0.6%,204,0.1%,"1,215",Controller
19,20,Sova,1.06, 15.1  /  14.3  /  5.9 ,51.4%,0.4%,209,0.1%,969,Initiator
20,21,Gekko,0.94, 14.1  /  15  /  4.7 ,48.4%,0.4%,191,0.1%,910,Initiator
21,22,Harbor,0.91, 14.2  /  15.6  /  6.7 ,39.9%,0.1%,193,321,,Controller
