,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.95, 13.6  /  14.3  /  6.8 ,51.8%,14.9%,197,0.1%,"2,412,147"
1,2,Reyna,1.18, 17.7  /  15  /  4.6 ,51.9%,13.5%,256,0.2%,"2,175,099"
2,3,Jett,1.15, 17.4  /  15.1  /  3.9 ,51.1%,12.3%,251,0.2%,"1,987,929"
3,4,Raze,1.07, 16.3  /  15.2  /  5 ,51.2%,10.0%,244,0.1%,"1,622,820"
4,5,Omen,0.99, 14.8  /  14.9  /  3.7 ,49.5%,9.1%,210,0.1%,"1,463,343"
5,6,Sova,1, 14.2  /  14.2  /  5.9 ,50.8%,7.6%,210,0.1%,"1,226,448"
6,7,Killjoy,0.98, 13.8  /  14  /  4.1 ,52.5%,7.1%,202,0.1%,"1,144,797"
7,8,Phoenix,1.09, 16.3  /  15  /  4.3 ,49.4%,5.8%,239,0.2%,"933,045"
8,9,Brimstone,0.98, 14.3  /  14.6  /  5.2 ,51.5%,5.7%,209,0.1%,"923,049"
9,10,Cypher,0.97, 13.9  /  14.3  /  4.9 ,48.9%,4.0%,199,0.1%,"650,709"
10,11,Breach,0.92, 14.1  /  15.2  /  5.4 ,47.4%,2.8%,204,0.1%,"444,720"
11,12,Viper,0.99, 14.3  /  14.4  /  4.3 ,49.2%,2.5%,207,0.1%,"399,687"
12,13,Yoru,0.97, 14.7  /  15.2  /  3.9 ,44.9%,1.8%,213,0.1%,"295,698"
13,14,Skye,0.93, 13.6  /  14.6  /  4.5 ,48.1%,1.6%,197,0.1%,"258,060"
14,15,Astra,0.99, 14.4  /  14.5  /  4 ,47.4%,1.3%,205,0.1%,"211,905"
