,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.14, 18.6  /  16.4  /  3.6 ,51.1%,19.3%,253,0.2%,"65,943"
1,2,Reyna,1.15, 18.4  /  16  /  4.3 ,51.5%,13.7%,250,0.2%,"46,716"
2,3,Sova,1.05, 15.4  /  14.7  /  7.2 ,51.6%,11.4%,216,0.1%,"38,811"
3,4,Sage,1.01, 15.3  /  15.1  /  6.9 ,52.1%,11.3%,206,0.1%,"38,454"
4,5,Raze,1.04, 17.3  /  16.7  /  4.9 ,46.5%,9.7%,247,0.2%,"32,997"
5,6,Omen,0.99, 15.3  /  15.4  /  4.3 ,48.8%,8.7%,205,0.1%,"29,682"
6,7,Killjoy,1.05, 15.7  /  14.9  /  3.6 ,48.5%,5.1%,212,0.1%,"17,238"
7,8,Viper,1.02, 15.2  /  15  /  5.4 ,52.2%,5.0%,210,0.1%,"17,187"
8,9,Skye,0.99, 15.8  /  15.9  /  5.4 ,45.6%,3.6%,208,0.1%,"12,189"
9,10,Cypher,1.05, 16  /  15.2  /  5 ,43.6%,3.3%,212,0.1%,"11,118"
10,11,Phoenix,1.06, 17.3  /  16.2  /  4.6 ,47.1%,3.1%,233,0.2%,"10,506"
11,12,Astra,1.07, 15.9  /  14.9  /  4.6 ,55.4%,2.8%,213,0.1%,"9,384"
12,13,Brimstone,0.97, 15.3  /  15.7  /  5.4 ,45.4%,1.6%,210,0.1%,"5,508"
13,14,Yoru,1.06, 16  /  15  /  4.4 ,50.7%,1.1%,221,0.1%,"3,825"
14,15,Breach,0.75, 11.9  /  15.8  /  7 ,37.5%,0.5%,167,0.1%,"1,632"
