,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.1  /  3.5 ,51.8%,18.3%,238,0.1%,"3,294",Duelist
1,2,Omen,0.99, 14.9  /  15  /  9.2 ,51.9%,13.6%,203,0.2%,"2,451",Controller
2,3,Sova,1.02, 15  /  14.7  /  5.8 ,47.6%,11.4%,208,0.1%,"2,041",Initiator
3,4,Killjoy,1.07, 15.6  /  14.5  /  3.4 ,53.0%,10.2%,212,0.1%,"1,840",Sentinel
4,5,Gekko,1.0, 15.1  /  15.2  /  5.8 ,50.5%,8.8%,201,0.1%,"1,575",Initiator
5,6,Reyna,1.12, 17.7  /  15.8  /  4.3 ,50.2%,8.3%,242,0.1%,"1,498",Duelist
6,7,Cypher,1.07, 15.7  /  14.8  /  4.7 ,50.2%,5.1%,210,0.1%,916,Sentinel
7,8,Phoenix,1.09, 17.2  /  15.7  /  5 ,49.7%,3.6%,240,0.1%,650,Duelist
8,9,Raze,1.08, 17.4  /  16.1  /  4.8 ,52.0%,3.6%,241,0.1%,644,Duelist
9,10,Breach,0.95, 14.7  /  15.6  /  8.7 ,47.6%,2.7%,201,0.1%,479,Initiator
10,11,Skye,1.02, 15.1  /  14.8  /  7.7 ,48.1%,2.5%,206,0.2%,443,Initiator
11,12,Brimstone,1.01, 15.5  /  15.3  /  11 ,51.4%,2.3%,209,0.2%,407,Controller
12,13,Astra,1.09, 16  /  14.7  /  7.8 ,48.3%,2.2%,213,0.1%,389,Controller
13,14,Fade,1.04, 16  /  15.3  /  6.8 ,50.8%,2.0%,212,0.1%,368,Initiator
14,15,Sage,1.07, 15.7  /  14.7  /  7.4 ,63.7%,1.7%,214,0.1%,306,Sentinel
15,16,Chamber,1.14, 17.4  /  15.3  /  2.3 ,47.4%,1.2%,230,0.1%,209,Sentinel
16,17,KAY/O,0.93, 14.4  /  15.5  /  10.7 ,47.7%,1.0%,209,0.1%,174,Initiator
17,18,Yoru,0.94, 15.2  /  16.2  /  5.9 ,53.0%,0.7%,209,0.1%,132,Duelist
18,19,Neon,0.93, 14.9  /  15.9  /  3.7 ,48.6%,0.4%,219,0.1%,74,Duelist
19,20,Harbor,0.94, 14.3  /  15.2  /  7.4 ,54.3%,0.2%,196,35,,Controller
20,21,Viper,1.08, 16.7  /  15.5  /  7.3 ,52.9%,0.2%,209,0.1%,34,Controller
