,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.77, 10.9  /  14.2  /  6.2 ,50.1%,13.6%,161,0.1%,"239,292"
1,2,Reyna,0.99, 14.6  /  14.8  /  4.4 ,49.4%,11.0%,214,0.1%,"194,990"
2,3,Raze,0.9, 13.4  /  14.8  /  4.9 ,49.7%,7.8%,206,0.1%,"137,996"
3,4,Omen,0.86, 12.7  /  14.7  /  4.9 ,48.6%,6.9%,184,0.1%,"121,835"
4,5,Jett,0.91, 13.5  /  14.9  /  3.8 ,48.4%,6.5%,200,0.1%,"115,400"
5,6,Gekko,0.78, 11.5  /  14.7  /  4.4 ,48.7%,5.4%,168,0.1%,"95,371"
6,7,Phoenix,0.9, 13.1  /  14.6  /  4.3 ,47.8%,5.1%,195,0.1%,"89,831"
7,8,Yoru,0.85, 12.6  /  14.8  /  4.2 ,47.1%,4.9%,184,0.1%,"85,904"
8,9,Killjoy,0.85, 11.8  /  13.9  /  4 ,50.8%,4.5%,177,0.1%,"78,581"
9,10,Neon,0.83, 12.7  /  15.2  /  4 ,47.5%,4.3%,188,0.1%,"75,074"
10,11,Fade,0.77, 11.3  /  14.7  /  5.7 ,48.7%,4.1%,168,0.1%,"73,123"
11,12,Sova,0.8, 11.6  /  14.5  /  4.8 ,48.1%,4.0%,173,0.1%,"70,427"
12,13,Skye,0.79, 11.4  /  14.5  /  7.1 ,49.6%,4.0%,171,0.1%,"70,002"
13,14,Viper,0.81, 11.7  /  14.4  /  4.7 ,48.5%,3.7%,173,0.1%,"65,605"
14,15,Brimstone,0.85, 12.2  /  14.4  /  6 ,49.6%,3.6%,183,0.1%,"63,917"
15,16,Cypher,0.86, 12.1  /  14  /  4.8 ,49.3%,3.0%,175,0.1%,"53,446"
16,17,KAY/O,0.77, 11.4  /  14.8  /  7.3 ,47.5%,2.8%,173,0.1%,"48,727"
17,18,Chamber,0.89, 12.8  /  14.4  /  3.4 ,47.4%,2.0%,185,0.1%,"34,969"
18,19,Breach,0.83, 12.3  /  14.8  /  5.2 ,47.9%,1.3%,182,0.1%,"23,331"
19,20,Harbor,0.77, 11.3  /  14.8  /  4.9 ,46.8%,1.0%,167,0.1%,"16,853"
20,21,Astra,0.89, 12.3  /  13.9  /  4.6 ,49.5%,0.6%,181,0.1%,"10,784"
