,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.77, 11  /  14.2  /  6.3 ,49.3%,14.4%,162,0.1%,"10,724"
1,2,Reyna,0.98, 14.5  /  14.8  /  4.4 ,48.7%,11.2%,213,0.1%,"8,333"
2,3,Raze,0.92, 13.7  /  14.9  /  4.9 ,49.1%,7.9%,210,0.1%,"5,916"
3,4,Jett,0.9, 13.5  /  15  /  3.8 ,48.8%,6.4%,198,0.1%,"4,752"
4,5,Omen,0.86, 12.6  /  14.6  /  4.8 ,48.5%,6.2%,183,0.1%,"4,652"
5,6,Fade,0.76, 11.2  /  14.8  /  5.7 ,46.4%,5.4%,168,0.1%,"4,027"
6,7,Killjoy,0.87, 12.2  /  14.1  /  4.2 ,51.3%,5.1%,181,0.2%,"3,834"
7,8,Yoru,0.86, 13  /  15  /  4.2 ,48.1%,5.1%,186,0.1%,"3,815"
8,9,Phoenix,0.91, 13.5  /  14.9  /  4.5 ,47.3%,4.9%,199,0.1%,"3,655"
9,10,Sova,0.81, 11.9  /  14.6  /  4.8 ,47.2%,4.5%,175,0.1%,"3,387"
10,11,Neon,0.85, 12.9  /  15.2  /  4 ,48.1%,4.5%,191,0.1%,"3,386"
11,12,Viper,0.8, 11.6  /  14.5  /  4.8 ,47.7%,4.4%,171,0.2%,"3,273"
12,13,Skye,0.78, 11.4  /  14.6  /  7.1 ,49.3%,4.0%,171,0.1%,"2,996"
13,14,KAY/O,0.78, 11.6  /  14.9  /  7.5 ,46.9%,3.5%,175,0.1%,"2,631"
14,15,Brimstone,0.86, 12.6  /  14.7  /  6 ,49.8%,3.5%,186,0.1%,"2,606"
15,16,Cypher,0.88, 12.2  /  14  /  4.9 ,47.6%,3.2%,177,0.2%,"2,381"
16,17,Chamber,0.88, 12.4  /  14.1  /  3.4 ,49.4%,2.0%,183,0.1%,"1,489"
17,18,Breach,0.86, 12.8  /  15  /  5.2 ,50.1%,1.6%,186,0.1%,"1,169"
18,19,Harbor,0.78, 11.2  /  14.4  /  4.7 ,45.7%,1.2%,171,0.1%,902
19,20,Astra,0.82, 11.9  /  14.6  /  4.9 ,47.8%,0.8%,176,0.1%,605
