,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.13, 17.8  /  15.7  /  4.6 ,49.8%,11.2%,248,0.1%,"24,837"
1,2,Jett,1.09, 17.4  /  15.9  /  3.8 ,49.0%,11.0%,240,0.1%,"24,314"
2,3,Omen,0.98, 14.8  /  15.1  /  7.2 ,48.8%,10.4%,205,0.1%,"23,019"
3,4,Sage,0.92, 13.7  /  14.9  /  7.1 ,50.4%,9.5%,190,0.1%,"21,125"
4,5,Killjoy,0.99, 14.3  /  14.4  /  3.8 ,50.2%,6.6%,200,0.2%,"14,707"
5,6,Sova,1, 14.8  /  14.7  /  5.6 ,49.3%,5.7%,206,0.2%,"12,637"
6,7,Gekko,0.96, 14.4  /  15  /  5.2 ,51.2%,5.7%,196,0.1%,"12,601"
7,8,Brimstone,0.96, 14.4  /  15  /  8.8 ,51.7%,5.6%,204,0.1%,"12,438"
8,9,Raze,1.05, 16.7  /  15.8  /  4.8 ,50.6%,5.3%,240,0.1%,"11,658"
9,10,Cypher,1, 14.7  /  14.6  /  4.9 ,48.9%,3.8%,201,0.1%,"8,484"
10,11,Skye,0.93, 14.2  /  15.2  /  7.6 ,49.2%,3.7%,199,0.1%,"8,309"
11,12,Phoenix,1.12, 17.4  /  15.5  /  4.7 ,51.7%,3.7%,244,0.1%,"8,196"
12,13,Fade,0.94, 14.4  /  15.2  /  6.6 ,49.1%,3.5%,200,0.1%,"7,752"
13,14,Chamber,1.08, 16  /  14.8  /  3 ,48.5%,2.7%,218,0.1%,"6,068"
14,15,KAY/O,0.92, 14.4  /  15.6  /  8.9 ,45.0%,2.7%,206,0.1%,"5,896"
15,16,Breach,0.94, 14.5  /  15.3  /  6.8 ,50.4%,2.6%,203,0.1%,"5,787"
16,17,Astra,1.02, 15  /  14.8  /  6.4 ,48.5%,1.8%,206,0.1%,"3,968"
17,18,Neon,0.99, 16.3  /  16.4  /  4.1 ,45.8%,1.4%,229,0.1%,"3,199"
18,19,Yoru,1.01, 15.8  /  15.7  /  4.4 ,46.9%,1.2%,218,0.1%,"2,737"
19,20,Viper,0.97, 14.1  /  14.6  /  5.7 ,50.3%,1.2%,200,0.1%,"2,573"
20,21,Harbor,0.9, 13.7  /  15.1  /  6.2 ,47.1%,0.6%,192,0.1%,"1,329"
