,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.14, 17.8  /  15.5  /  4.4 ,49.7%,10.8%,247,0.2%,"323,868",Duelist
1,2,Sage,0.94, 13.9  /  14.8  /  7.4 ,50.9%,10.1%,194,0.1%,"304,489",Sentinel
2,3,Jett,1.09, 17.3  /  15.9  /  3.8 ,49.0%,10.1%,241,0.2%,"302,796",Duelist
3,4,Omen,1.0, 15  /  15.1  /  7.1 ,49.1%,10.0%,208,0.1%,"299,184",Controller
4,5,Raze,1.06, 16.8  /  15.9  /  4.9 ,50.0%,9.0%,244,0.2%,"269,408",Duelist
5,6,Skye,0.95, 14.2  /  14.9  /  7.8 ,49.7%,7.5%,198,0.1%,"223,853",Initiator
6,7,Deadlock,1.0, 15  /  15  /  3.9 ,48.7%,4.8%,219,0.1%,"144,487",Sentinel
7,8,Killjoy,1.0, 14.5  /  14.4  /  3.8 ,49.8%,4.7%,202,0.1%,"140,132",Sentinel
8,9,Cypher,1.02, 14.7  /  14.5  /  4.8 ,49.1%,4.7%,202,0.1%,"139,812",Sentinel
9,10,Brimstone,0.97, 14.5  /  15  /  8.7 ,50.6%,4.6%,207,0.1%,"137,533",Controller
10,11,Phoenix,1.1, 17  /  15.4  /  4.6 ,50.0%,2.9%,239,0.2%,"86,337",Duelist
11,12,Chamber,1.08, 16.1  /  15  /  3.1 ,48.0%,2.8%,220,0.2%,"83,611",Sentinel
12,13,Astra,1.04, 15.3  /  14.6  /  6.5 ,49.0%,2.6%,210,0.1%,"77,154",Controller
13,14,Breach,0.94, 14.5  /  15.3  /  6.6 ,48.0%,2.5%,202,0.1%,"76,550",Initiator
14,15,Gekko,0.94, 14.1  /  15.1  /  4.7 ,49.3%,2.4%,194,0.1%,"73,265",Initiator
15,16,KAY/O,0.91, 14.1  /  15.5  /  8.5 ,45.7%,2.1%,202,0.1%,"64,347",Initiator
16,17,Viper,1.0, 14.7  /  14.7  /  5.5 ,48.9%,2.0%,205,0.1%,"59,131",Controller
17,18,Fade,0.95, 14.3  /  15  /  6 ,48.9%,1.9%,198,0.1%,"57,550",Initiator
18,19,Sova,0.98, 14.6  /  14.8  /  5.4 ,48.4%,1.9%,205,0.1%,"57,390",Initiator
19,20,Yoru,1.01, 15.8  /  15.6  /  4.4 ,46.7%,1.2%,219,0.2%,"37,075",Duelist
20,21,Neon,0.98, 15.9  /  16.2  /  4.1 ,46.9%,1.1%,224,0.2%,"33,520",Duelist
21,22,Harbor,0.91, 14  /  15.3  /  5.8 ,44.1%,0.4%,195,0.1%,"10,799",Controller
