,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.82, 11.9  /  14.5  /  6.2 ,50.0%,11.5%,173,0.1%,"348,891",Sentinel
1,2,Reyna,1.06, 15.8  /  15  /  4.4 ,49.8%,10.8%,228,0.2%,"326,960",Duelist
2,3,Raze,0.96, 14.5  /  15.2  /  4.8 ,49.6%,7.8%,218,0.2%,"235,919",Duelist
3,4,Omen,0.91, 13.5  /  14.8  /  5.3 ,48.8%,7.0%,193,0.1%,"212,485",Controller
4,5,Skye,0.84, 12.3  /  14.7  /  6.9 ,49.3%,5.9%,180,0.1%,"178,384",Initiator
5,6,Brimstone,0.91, 13.2  /  14.5  /  6.4 ,50.5%,5.4%,193,0.1%,"165,270",Controller
6,7,Jett,0.97, 14.8  /  15.2  /  3.8 ,48.7%,5.4%,213,0.2%,"163,158",Duelist
7,8,Deadlock,0.89, 13.2  /  14.8  /  3.9 ,49.1%,4.9%,196,0.1%,"149,119",Sentinel
8,9,Gekko,0.83, 12.4  /  14.9  /  4.5 ,49.3%,4.6%,178,0.1%,"140,073",Initiator
9,10,Killjoy,0.9, 12.6  /  14  /  4 ,51.4%,4.6%,185,0.1%,"139,924",Sentinel
10,11,Phoenix,0.97, 14.5  /  14.9  /  4.4 ,49.0%,4.0%,211,0.2%,"122,794",Duelist
11,12,Cypher,0.91, 12.9  /  14.1  /  4.7 ,49.6%,3.5%,183,0.1%,"106,453",Sentinel
12,13,Yoru,0.9, 13.5  /  15.1  /  4.1 ,46.3%,3.4%,195,0.1%,"103,774",Duelist
13,14,Fade,0.83, 12.3  /  14.9  /  5.9 ,48.5%,3.4%,180,0.1%,"101,791",Initiator
14,15,Sova,0.86, 12.5  /  14.6  /  4.9 ,48.6%,3.3%,184,0.1%,"98,946",Initiator
15,16,Viper,0.88, 12.8  /  14.5  /  4.9 ,49.3%,3.2%,187,0.1%,"95,611",Controller
16,17,Neon,0.91, 14.1  /  15.5  /  4 ,47.6%,3.0%,205,0.2%,"92,506",Duelist
17,18,Chamber,0.97, 14  /  14.4  /  3.3 ,48.3%,2.4%,198,0.1%,"74,104",Sentinel
18,19,KAY/O,0.81, 12.3  /  15.1  /  7.3 ,46.0%,2.4%,183,0.1%,"72,277",Initiator
19,20,Breach,0.87, 13.2  /  15.1  /  5.3 ,48.6%,1.8%,191,0.1%,"55,898",Initiator
20,21,Harbor,0.82, 12.3  /  14.9  /  5 ,46.9%,0.9%,178,0.1%,"28,055",Controller
21,22,Astra,0.93, 13.3  /  14.3  /  5 ,49.1%,0.7%,190,0.1%,"21,202",Controller
