,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.11, 16.6  /  15  /  3.1 ,49.8%,14.7%,223,0.2%,"842,061"
1,2,Reyna,1.11, 17.4  /  15.7  /  3.8 ,50.8%,11.8%,239,0.2%,"674,577"
2,3,Jett,1.06, 17.1  /  16.1  /  3.5 ,49.9%,11.3%,235,0.2%,"644,079"
3,4,Sage,0.94, 14  /  14.9  /  6.8 ,51.4%,8.4%,195,0.1%,"480,573"
4,5,Omen,0.98, 14.8  /  15.1  /  6 ,49.4%,7.0%,202,0.1%,"402,492"
5,6,Raze,1.04, 16.6  /  16  /  4.8 ,51.3%,7.0%,239,0.2%,"398,004"
6,7,Viper,0.97, 14.4  /  14.8  /  5.3 ,49.5%,5.9%,198,0.1%,"340,017"
7,8,Sova,0.97, 14.3  /  14.7  /  5.7 ,50.1%,5.6%,201,0.1%,"319,668"
8,9,Brimstone,0.97, 14.5  /  15  /  7.5 ,50.7%,5.4%,204,0.1%,"310,488"
9,10,Fade,0.96, 14.4  /  15  /  7.1 ,50.3%,5.0%,200,0.1%,"288,660"
10,11,Skye,0.96, 14.5  /  15.2  /  5.9 ,50.4%,4.2%,199,0.1%,"242,556"
11,12,KAY/O,0.92, 14.3  /  15.6  /  8 ,46.4%,3.6%,203,0.1%,"203,898"
12,13,Breach,0.92, 14.1  /  15.3  /  5.7 ,47.0%,2.2%,195,0.1%,"127,908"
13,14,Killjoy,1, 14.4  /  14.5  /  3.7 ,50.9%,2.0%,200,0.1%,"116,892"
14,15,Neon,0.99, 16.2  /  16.4  /  3.8 ,47.6%,1.9%,227,0.2%,"107,304"
15,16,Cypher,0.98, 14.5  /  14.7  /  4.3 ,48.6%,1.4%,197,0.1%,"82,824"
16,17,Yoru,0.98, 15.5  /  15.8  /  3.5 ,46.3%,1.0%,215,0.2%,"55,947"
17,18,Astra,1.03, 15.3  /  14.8  /  5.9 ,50.3%,0.9%,207,0.1%,"50,439"
18,19,Phoenix,1.06, 16.6  /  15.7  /  3.7 ,49.1%,0.5%,232,0.2%,"30,957"
