,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 17.9  /  15.4  /  4.5 ,50.2%,10.9%,249,0.1%,"820,977",Duelist
1,2,Jett,1.11, 17.4  /  15.7  /  3.8 ,49.5%,10.6%,242,0.1%,"800,822",Duelist
2,3,Brimstone,0.99, 14.5  /  14.7  /  8.4 ,51.2%,9.7%,206,0.1%,"732,065",Controller
3,4,Breach,0.94, 14.3  /  15.3  /  6.7 ,49.0%,7.7%,200,0.1%,"583,240",Initiator
4,5,Sage,0.9, 13.3  /  14.8  /  6.9 ,49.7%,7.7%,187,0.1%,"582,201",Sentinel
5,6,Killjoy,1.0, 14.2  /  14.3  /  4 ,50.2%,7.6%,199,0.1%,"575,115",Sentinel
6,7,Raze,1.05, 16.5  /  15.7  /  4.7 ,49.4%,6.5%,237,0.1%,"490,355",Duelist
7,8,Omen,0.95, 14.5  /  15.2  /  6.6 ,46.6%,4.5%,201,0.1%,"339,488",Controller
8,9,Skye,0.93, 13.9  /  15  /  7.4 ,48.7%,4.4%,195,0.1%,"327,982",Initiator
9,10,Cypher,1.0, 14.5  /  14.6  /  4.9 ,49.2%,3.8%,199,0.1%,"287,730",Sentinel
10,11,Chamber,1.08, 16.1  /  14.9  /  3.1 ,48.2%,3.6%,219,0.1%,"273,656",Sentinel
11,12,Viper,0.98, 14.3  /  14.7  /  5.6 ,49.2%,3.5%,201,0.1%,"266,402",Controller
12,13,Gekko,0.93, 13.9  /  15  /  4.7 ,49.1%,3.4%,191,0.1%,"257,794",Initiator
13,14,Fade,0.94, 14.1  /  15  /  6.2 ,49.3%,2.9%,196,0.1%,"219,433",Initiator
14,15,Phoenix,1.11, 16.9  /  15.2  /  4.6 ,49.9%,2.8%,237,0.1%,"212,830",Duelist
15,16,Neon,1.01, 16.4  /  16.2  /  4.3 ,48.4%,2.6%,230,0.1%,"199,587",Duelist
16,17,KAY/O,0.91, 14.1  /  15.4  /  8.7 ,45.8%,2.5%,202,0.1%,"190,577",Initiator
17,18,Sova,0.96, 14.2  /  14.9  /  5.4 ,47.7%,1.7%,201,0.1%,"130,244",Initiator
18,19,Yoru,1.0, 15.5  /  15.5  /  4.5 ,45.8%,1.2%,216,0.1%,"94,099",Duelist
19,20,Astra,1.01, 14.9  /  14.7  /  6.2 ,47.4%,1.1%,205,0.1%,"83,525",Controller
20,21,Harbor,0.9, 13.6  /  15.2  /  5.9 ,45.1%,0.9%,190,0.1%,"66,453",Controller
