,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.75, 10.5  /  14  /  5.6 ,50.7%,14.6%,159,0.1%,"242,301"
1,2,Reyna,0.99, 14.2  /  14.3  /  4 ,51.0%,11.1%,212,0.2%,"183,906"
2,3,Raze,0.89, 12.7  /  14.4  /  4.6 ,50.3%,7.5%,199,0.1%,"124,389"
3,4,Fade,0.76, 10.9  /  14.4  /  5.6 ,49.9%,6.1%,165,0.1%,"101,388"
4,5,Jett,0.92, 13.3  /  14.5  /  3.6 ,49.3%,6.1%,201,0.2%,"100,776"
5,6,Omen,0.85, 12.1  /  14.3  /  4 ,51.0%,5.9%,180,0.1%,"97,359"
6,7,Yoru,0.83, 12.1  /  14.5  /  3.6 ,48.4%,5.8%,179,0.1%,"96,084"
7,8,Chamber,0.94, 12.8  /  13.6  /  3.4 ,51.8%,5.4%,190,0.1%,"89,709"
8,9,Viper,0.79, 11.1  /  14.1  /  4.6 ,49.4%,5.1%,169,0.1%,"84,405"
9,10,Phoenix,0.93, 13  /  14  /  3.8 ,51.0%,4.5%,198,0.2%,"74,256"
10,11,Sova,0.78, 10.8  /  14  /  4.5 ,50.4%,4.4%,167,0.1%,"73,746"
11,12,Neon,0.83, 12.1  /  14.6  /  3.7 ,50.6%,4.4%,187,0.2%,"72,777"
12,13,Killjoy,0.81, 11.1  /  13.6  /  4 ,52.2%,4.0%,170,0.1%,"65,535"
13,14,Skye,0.79, 11.3  /  14.3  /  5.6 ,49.7%,3.8%,170,0.1%,"62,526"
14,15,Brimstone,0.83, 11.6  /  14.1  /  4.9 ,47.7%,3.6%,178,0.1%,"60,231"
15,16,KAY/O,0.75, 10.8  /  14.5  /  6.3 ,50.6%,3.6%,168,0.1%,"59,313"
16,17,Cypher,0.84, 11.7  /  13.9  /  4.2 ,48.9%,2.1%,172,0.1%,"35,496"
17,18,Breach,0.8, 11.5  /  14.5  /  4.4 ,50.0%,1.4%,173,0.1%,"22,644"
18,19,Astra,0.84, 11.1  /  13.1  /  3.9 ,50.0%,0.7%,172,0.1%,"10,812"
