,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 17.6  /  15.1  /  4.4 ,50.7%,11.8%,249,0.2%,"484,593"
1,2,Sage,0.9, 13.1  /  14.6  /  6.6 ,50.3%,9.0%,186,0.1%,"370,281"
2,3,Raze,1.05, 16.2  /  15.5  /  4.9 ,50.2%,8.6%,238,0.2%,"350,910"
3,4,Brimstone,0.97, 14.2  /  14.6  /  7.2 ,50.7%,7.4%,204,0.1%,"301,092"
4,5,Omen,0.98, 14.6  /  14.9  /  6 ,48.3%,7.1%,205,0.1%,"290,022"
5,6,Skye,0.92, 13.6  /  14.8  /  7.1 ,49.8%,6.8%,193,0.1%,"277,316"
6,7,Jett,1.09, 16.7  /  15.4  /  3.7 ,49.6%,6.7%,236,0.2%,"274,836"
7,8,Deadlock,0.97, 14.4  /  14.8  /  3.9 ,49.4%,5.3%,204,0.1%,"216,692"
8,9,Killjoy,0.97, 13.6  /  14.1  /  3.9 ,50.6%,4.8%,195,0.1%,"197,888"
9,10,Cypher,0.98, 13.9  /  14.2  /  4.7 ,49.2%,4.0%,193,0.1%,"163,876"
10,11,Gekko,0.92, 13.7  /  14.9  /  4.6 ,49.7%,3.5%,192,0.1%,"144,683"
11,12,Phoenix,1.1, 16.4  /  15  /  4.4 ,50.4%,3.5%,234,0.2%,"143,747"
12,13,Chamber,1.07, 15.5  /  14.5  /  3.1 ,48.9%,3.1%,214,0.2%,"126,566"
13,14,Viper,0.97, 14.1  /  14.5  /  5.2 ,49.5%,2.9%,201,0.1%,"116,848"
14,15,Sova,0.96, 14  /  14.6  /  5.2 ,48.9%,2.8%,201,0.1%,"113,307"
15,16,Fade,0.92, 13.8  /  14.9  /  6 ,49.4%,2.7%,195,0.1%,"110,383"
16,17,Yoru,1, 15.2  /  15.3  /  4.1 ,46.6%,2.2%,215,0.2%,"88,036"
17,18,Breach,0.93, 14.2  /  15.3  /  5.6 ,48.1%,2.1%,202,0.1%,"85,902"
18,19,KAY/O,0.88, 13.5  /  15.3  /  7.8 ,46.0%,2.0%,197,0.1%,"82,360"
19,20,Neon,1, 15.7  /  15.8  /  4 ,47.6%,2.0%,225,0.2%,"81,115"
20,21,Astra,1.02, 14.7  /  14.4  /  5.4 ,48.4%,1.0%,205,0.1%,"42,462"
21,22,Harbor,0.9, 13.5  /  15  /  5.4 ,46.0%,0.8%,190,0.1%,"31,225"
