,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.1  /  3.5 ,49.2%,17.4%,236,0.2%,"155,782",Duelist
1,2,Omen,0.98, 14.8  /  15.1  /  8.6 ,49.0%,13.5%,202,0.1%,"120,847",Controller
2,3,Sova,1.0, 14.8  /  14.7  /  5.8 ,49.8%,10.3%,204,0.1%,"92,273",Initiator
3,4,Reyna,1.11, 17.5  /  15.9  /  4.4 ,49.8%,10.0%,239,0.2%,"89,682",Duelist
4,5,Killjoy,1.03, 15.1  /  14.6  /  3.3 ,49.8%,6.9%,205,0.1%,"61,804",Sentinel
5,6,Skye,0.95, 14.5  /  15.3  /  7.8 ,49.6%,5.9%,198,0.1%,"52,962",Initiator
6,7,Chamber,1.08, 16.4  /  15.2  /  2.7 ,47.8%,4.5%,218,0.2%,"40,172",Sentinel
7,8,Cypher,1.03, 15.2  /  14.8  /  4.6 ,49.5%,4.1%,203,0.1%,"36,267",Sentinel
8,9,Raze,1.04, 16.7  /  16  /  4.6 ,49.9%,4.0%,236,0.2%,"35,798",Duelist
9,10,Phoenix,1.09, 17.2  /  15.8  /  4.7 ,50.6%,3.8%,237,0.2%,"34,037",Duelist
10,11,Sage,0.95, 14.4  /  15.1  /  6.9 ,50.3%,3.4%,197,0.1%,"30,629",Sentinel
11,12,Deadlock,1.01, 15.3  /  15.2  /  3.8 ,48.9%,3.4%,234,0.1%,"29,998",Sentinel
12,13,Brimstone,0.98, 14.6  /  14.9  /  9.8 ,51.3%,3.3%,205,0.1%,"29,933",Controller
13,14,Breach,0.94, 14.5  /  15.4  /  7.8 ,47.6%,2.5%,199,0.1%,"22,110",Initiator
14,15,Astra,1.02, 15.1  /  14.8  /  7.4 ,48.3%,1.9%,203,0.1%,"17,020",Controller
15,16,Fade,0.97, 14.6  /  15.1  /  6.9 ,50.1%,1.4%,200,0.1%,"12,239",Initiator
16,17,KAY/O,0.92, 14.5  /  15.7  /  9.5 ,43.4%,1.0%,205,0.1%,"9,292",Initiator
17,18,Yoru,1.01, 16.1  /  15.9  /  4.5 ,48.8%,1.0%,220,0.2%,"8,618",Duelist
18,19,Gekko,0.95, 14.4  /  15.2  /  5 ,47.8%,0.8%,196,0.1%,"6,736",Initiator
19,20,Neon,0.96, 16  /  16.6  /  4.1 ,46.7%,0.5%,221,0.2%,"4,898",Duelist
20,21,Viper,1.01, 15.1  /  15  /  6 ,47.5%,0.2%,208,0.1%,"1,766",Controller
21,22,Harbor,0.92, 14.2  /  15.6  /  6.4 ,41.7%,0.1%,196,908,,Controller
