,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 17.6  /  15.2  /  4.5 ,49.9%,12.5%,251,0.1%,"45,054",Duelist
1,2,Sage,0.89, 13.1  /  14.7  /  6.9 ,49.8%,12.1%,187,0.1%,"43,638",Sentinel
2,3,Omen,0.98, 14.6  /  15  /  6.1 ,49.4%,8.7%,207,0.1%,"31,467",Controller
3,4,Jett,1.11, 17  /  15.4  /  3.9 ,50.0%,8.5%,241,0.1%,"30,673",Duelist
4,5,Killjoy,0.97, 13.7  /  14.1  /  4 ,50.8%,6.6%,198,0.2%,"23,631",Sentinel
5,6,Raze,1.04, 16  /  15.4  /  4.8 ,49.4%,6.3%,235,0.1%,"22,524",Duelist
6,7,Brimstone,0.95, 14  /  14.7  /  7.4 ,50.2%,5.5%,204,0.1%,"19,935",Controller
7,8,Sova,0.97, 14.1  /  14.6  /  5.2 ,49.2%,5.2%,202,0.1%,"18,570",Initiator
8,9,Skye,0.92, 13.8  /  14.9  /  7.3 ,49.1%,4.4%,198,0.1%,"15,920",Initiator
9,10,Fade,0.92, 13.7  /  15  /  6.2 ,49.6%,4.2%,196,0.1%,"15,105",Initiator
10,11,Phoenix,1.11, 16.8  /  15.2  /  4.5 ,50.3%,4.0%,239,0.1%,"14,440",Duelist
11,12,KAY/O,0.89, 13.6  /  15.2  /  8.3 ,46.3%,3.5%,199,0.1%,"12,610",Initiator
12,13,Cypher,0.98, 14.1  /  14.4  /  5 ,49.3%,3.3%,198,0.2%,"12,012",Sentinel
13,14,Chamber,1.04, 15.2  /  14.7  /  3.2 ,48.6%,2.8%,211,0.1%,"10,113",Sentinel
14,15,Neon,0.98, 15.6  /  16  /  4.2 ,48.7%,2.7%,224,0.1%,"9,603",Duelist
15,16,Breach,0.95, 14.4  /  15.2  /  6 ,50.7%,2.6%,205,0.1%,"9,539",Initiator
16,17,Viper,0.95, 13.9  /  14.6  /  5.4 ,47.1%,2.6%,200,0.1%,"9,365",Controller
17,18,Yoru,0.99, 15.2  /  15.4  /  4.2 ,46.5%,2.2%,215,0.1%,"7,912",Duelist
18,19,Astra,0.99, 14.5  /  14.5  /  5.7 ,47.2%,1.3%,202,0.2%,"4,660",Controller
19,20,Harbor,0.9, 13.6  /  15.2  /  5.6 ,45.4%,1.0%,193,0.1%,"3,514",Controller
