,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.6  /  16.3  /  3.6 ,50.3%,19.5%,238,0.1%,"3,506",Duelist
1,2,Sova,1.04, 15  /  14.4  /  6.4 ,50.0%,15.9%,210,0.2%,"2,860",Initiator
2,3,Omen,0.98, 14.8  /  15.1  /  10.2 ,49.1%,13.3%,201,0.2%,"2,389",Controller
3,4,Killjoy,1.05, 15.4  /  14.6  /  3.6 ,50.1%,12.2%,207,0.2%,"2,187",Sentinel
4,5,Reyna,1.11, 17.5  /  15.8  /  4.3 ,50.1%,8.5%,238,0.1%,"1,524",Duelist
5,6,KAY/O,0.94, 14.7  /  15.5  /  9.9 ,46.1%,6.7%,208,0.1%,"1,203",Initiator
6,7,Cypher,1.0, 14.9  /  14.9  /  5.1 ,47.1%,4.0%,198,0.1%,712,Sentinel
7,8,Raze,1.06, 16.8  /  15.9  /  5.1 ,48.9%,3.4%,241,0.1%,611,Duelist
8,9,Phoenix,1.07, 16.8  /  15.6  /  5.2 ,49.7%,3.1%,234,0.1%,565,Duelist
9,10,Astra,1.02, 15.4  /  15.1  /  8.5 ,44.5%,3.0%,208,0.1%,535,Controller
10,11,Brimstone,1.0, 14.9  /  14.8  /  11.1 ,57.9%,2.4%,209,0.1%,432,Controller
11,12,Fade,1.0, 14.9  /  14.9  /  6.6 ,49.0%,1.9%,204,0.1%,349,Initiator
12,13,Sage,1.06, 15.9  /  15  /  6.9 ,53.3%,1.6%,215,0.1%,285,Sentinel
13,14,Chamber,1.04, 15.9  /  15.3  /  2.5 ,46.2%,1.3%,214,0.1%,238,Sentinel
14,15,Skye,0.95, 14.6  /  15.3  /  7.6 ,55.5%,1.2%,199,0.1%,218,Initiator
15,16,Yoru,1.08, 16.2  /  15  /  4.6 ,55.2%,0.8%,224,0.1%,143,Duelist
16,17,Neon,0.98, 16.5  /  16.9  /  4.1 ,35.0%,0.4%,226,0.1%,80,Duelist
17,18,Breach,0.95, 14.4  /  15.2  /  7.6 ,40.8%,0.3%,201,0.1%,49,Initiator
18,19,Harbor,0.92, 15.4  /  16.8  /  7.4 ,48.4%,0.2%,196,0.1%,31,Controller
19,20,Viper,1.02, 17  /  16.6  /  5 ,25.0%,0.2%,246,0.1%,28,Controller
