,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 17.7  /  15.1  /  4.7 ,50.5%,12.0%,252,0.1%,"1,044,993"
1,2,Sage,0.88, 12.8  /  14.5  /  7 ,49.7%,11.2%,183,0.1%,"978,544"
2,3,Jett,1.11, 16.9  /  15.2  /  4 ,49.9%,8.2%,240,0.1%,"717,267"
3,4,Omen,0.96, 14.4  /  15  /  5.8 ,48.1%,6.1%,204,0.1%,"528,027"
4,5,Killjoy,0.97, 13.6  /  13.9  /  4.1 ,50.6%,5.8%,196,0.1%,"506,314"
5,6,Raze,1.03, 15.8  /  15.3  /  5 ,49.4%,5.7%,234,0.1%,"497,446"
6,7,Gekko,0.92, 13.6  /  14.7  /  5 ,50.6%,5.1%,192,0.1%,"444,105"
7,8,Viper,0.97, 14  /  14.4  /  5.8 ,49.8%,5.1%,201,0.1%,"440,947"
8,9,Skye,0.91, 13.4  /  14.8  /  7.7 ,48.8%,4.9%,194,0.1%,"424,526"
9,10,Brimstone,0.96, 13.9  /  14.6  /  7.4 ,50.4%,4.7%,203,0.1%,"405,307"
10,11,Phoenix,1.1, 16.4  /  14.9  /  4.7 ,50.2%,4.0%,235,0.1%,"345,251"
11,12,Fade,0.92, 13.6  /  14.8  /  6.3 ,49.3%,3.8%,195,0.1%,"335,406"
12,13,Chamber,1.07, 15.5  /  14.4  /  3.4 ,48.6%,3.4%,215,0.1%,"294,897"
13,14,Cypher,0.98, 13.8  /  14.2  /  5 ,49.2%,3.4%,194,0.1%,"292,184"
14,15,Sova,0.95, 13.8  /  14.5  /  5.4 ,48.3%,3.3%,200,0.1%,"283,584"
15,16,KAY/O,0.89, 13.5  /  15.2  /  8 ,45.8%,2.9%,198,0.1%,"249,479"
16,17,Neon,1, 15.7  /  15.8  /  4.3 ,48.5%,2.7%,227,0.1%,"232,745"
17,18,Harbor,0.88, 13.2  /  14.9  /  5.9 ,47.5%,2.4%,188,0.1%,"205,856"
18,19,Yoru,0.99, 15.1  /  15.2  /  4.5 ,46.9%,2.3%,215,0.1%,"200,458"
19,20,Breach,0.93, 14.1  /  15.2  /  6 ,47.7%,1.7%,202,0.1%,"149,189"
20,21,Astra,1.03, 14.5  /  14.1  /  5.8 ,50.3%,1.6%,203,0.1%,"138,015"
