,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.93, 13.3  /  14.3  /  6.7 ,50.5%,15.7%,194,0.1%,"2,471,919"
1,2,Reyna,1.16, 17.4  /  14.9  /  4.6 ,51.6%,13.2%,253,0.2%,"2,087,430"
2,3,Jett,1.13, 17  /  15.1  /  3.9 ,50.4%,11.9%,247,0.2%,"1,882,410"
3,4,Raze,1.05, 15.9  /  15.2  /  5 ,50.8%,10.0%,240,0.1%,"1,570,698"
4,5,Omen,0.98, 14.6  /  14.9  /  3.8 ,49.8%,8.8%,209,0.1%,"1,385,670"
5,6,Sova,0.97, 13.9  /  14.3  /  5.8 ,49.6%,7.5%,207,0.1%,"1,182,435"
6,7,Killjoy,0.97, 13.6  /  14  /  4.1 ,51.3%,7.2%,200,0.1%,"1,128,120"
7,8,Phoenix,1.07, 15.9  /  14.9  /  4.3 ,50.4%,6.0%,234,0.2%,"943,602"
8,9,Brimstone,0.96, 14.1  /  14.7  /  5.1 ,49.9%,5.7%,206,0.1%,"897,600"
9,10,Cypher,0.97, 13.8  /  14.3  /  4.9 ,49.0%,3.9%,199,0.1%,"618,273"
10,11,Breach,0.91, 13.8  /  15.1  /  5.3 ,47.1%,2.7%,202,0.1%,"420,342"
11,12,Viper,0.97, 14  /  14.4  /  4.3 ,49.4%,2.5%,204,0.1%,"396,270"
12,13,Yoru,0.95, 14.4  /  15.2  /  3.8 ,44.5%,2.0%,210,0.1%,"318,189"
13,14,Skye,0.91, 13.3  /  14.7  /  4.4 ,48.4%,1.7%,193,0.1%,"268,821"
14,15,Astra,0.99, 14.4  /  14.6  /  4.1 ,47.4%,1.2%,205,0.1%,"195,534"
