,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.11, 16.6  /  15  /  3.1 ,50.4%,15.2%,222,0.2%,"809,931"
1,2,Jett,1.04, 16.8  /  16.2  /  3.5 ,49.4%,11.7%,233,0.2%,"619,191"
2,3,Reyna,1.1, 17.4  /  15.8  /  3.8 ,50.2%,11.4%,238,0.2%,"603,432"
3,4,Sage,0.95, 14.2  /  14.9  /  6.8 ,51.6%,7.9%,197,0.1%,"419,067"
4,5,Omen,0.97, 14.7  /  15.2  /  6.2 ,48.9%,7.0%,201,0.1%,"372,453"
5,6,Raze,1.03, 16.4  /  16  /  4.9 ,51.9%,6.9%,237,0.2%,"365,415"
6,7,Viper,0.98, 14.4  /  14.7  /  5.4 ,50.5%,6.1%,198,0.1%,"325,992"
7,8,Sova,0.96, 14.2  /  14.8  /  5.8 ,49.7%,5.9%,199,0.1%,"311,253"
8,9,Brimstone,0.97, 14.5  /  15  /  7.9 ,52.0%,5.4%,204,0.1%,"286,365"
9,10,Fade,0.96, 14.4  /  15.1  /  7.2 ,50.8%,5.1%,199,0.1%,"272,136"
10,11,Skye,0.94, 14.4  /  15.3  /  5.8 ,49.3%,4.1%,198,0.1%,"220,167"
11,12,KAY/O,0.91, 14.1  /  15.5  /  8 ,45.8%,3.7%,201,0.1%,"194,208"
12,13,Breach,0.93, 14.3  /  15.4  /  5.7 ,49.8%,2.2%,196,0.1%,"116,331"
13,14,Killjoy,1, 14.6  /  14.5  /  3.8 ,50.4%,1.9%,200,0.1%,"100,521"
14,15,Neon,0.98, 16.1  /  16.5  /  3.8 ,48.7%,1.9%,225,0.2%,"99,450"
15,16,Cypher,0.98, 14.7  /  15  /  4.3 ,46.2%,1.4%,199,0.1%,"76,245"
16,17,Yoru,0.99, 15.6  /  15.8  /  3.5 ,45.1%,0.9%,216,0.2%,"48,348"
17,18,Astra,0.97, 14.4  /  14.8  /  5.9 ,48.3%,0.8%,197,0.1%,"44,778"
18,19,Phoenix,1.03, 16.4  /  15.9  /  3.6 ,49.9%,0.5%,228,0.2%,"25,959"
