,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.18, 18.1  /  15.4  /  4.4 ,49.7%,12.0%,254,0.1%,"36,417"
1,2,Jett,1.1, 17.3  /  15.7  /  3.8 ,49.7%,9.4%,242,0.1%,"28,585"
2,3,Sage,0.92, 13.5  /  14.7  /  6.9 ,50.4%,8.9%,190,0.1%,"27,232"
3,4,Raze,1.06, 16.7  /  15.6  /  4.9 ,50.0%,7.7%,244,0.1%,"23,533"
4,5,Omen,0.98, 14.8  /  15.1  /  6.2 ,48.7%,7.6%,206,0.1%,"23,032"
5,6,Killjoy,1, 14.2  /  14.2  /  3.8 ,50.3%,6.9%,200,0.2%,"21,164"
6,7,Skye,0.94, 14.1  /  15  /  7.6 ,49.2%,5.4%,198,0.1%,"16,587"
7,8,Breach,0.94, 14.4  /  15.2  /  6.4 ,49.1%,4.9%,202,0.1%,"14,956"
8,9,Brimstone,0.97, 14.4  /  14.8  /  7.7 ,50.6%,4.5%,206,0.1%,"13,803"
9,10,Fade,0.95, 14.2  /  15  /  6.1 ,50.0%,4.4%,198,0.1%,"13,324"
10,11,Chamber,1.09, 16.2  /  14.8  /  3.1 ,48.7%,3.7%,222,0.1%,"11,371"
11,12,Phoenix,1.11, 17.1  /  15.3  /  4.6 ,49.2%,3.7%,241,0.1%,"11,134"
12,13,KAY/O,0.91, 14  /  15.4  /  8.7 ,46.0%,3.6%,203,0.1%,"10,909"
13,14,Cypher,0.99, 14.3  /  14.5  /  4.7 ,49.0%,3.3%,198,0.2%,"9,991"
14,15,Sova,0.97, 14.5  /  14.9  /  5.3 ,48.2%,2.9%,205,0.1%,"8,900"
15,16,Viper,0.99, 14.5  /  14.6  /  5.4 ,50.5%,2.6%,205,0.2%,"7,992"
16,17,Neon,1, 16.4  /  16.3  /  4.3 ,47.1%,2.5%,231,0.1%,"7,570"
17,18,Harbor,0.92, 13.8  /  15.1  /  5.6 ,46.4%,2.5%,194,0.1%,"7,491"
18,19,Astra,1.03, 15  /  14.6  /  5.6 ,50.1%,1.9%,207,0.1%,"5,880"
19,20,Yoru,1, 15.4  /  15.5  /  4.2 ,46.2%,1.6%,216,0.1%,"4,858"
