,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.4  /  15.9  /  3.5 ,49.8%,14.5%,239,0.1%,"5,060",Duelist
1,2,Breach,0.95, 14.4  /  15.2  /  7.6 ,50.5%,14.2%,198,0.1%,"4,962",Initiator
2,3,Brimstone,1.01, 14.9  /  14.7  /  9.5 ,50.6%,14.0%,209,0.2%,"4,882",Controller
3,4,Raze,1.07, 16.9  /  15.9  /  4.6 ,51.6%,9.1%,239,0.1%,"3,160",Duelist
4,5,Killjoy,1.05, 14.9  /  14.1  /  3.6 ,53.1%,8.9%,206,0.2%,"3,119",Sentinel
5,6,Reyna,1.13, 17.7  /  15.6  /  4.3 ,48.3%,8.4%,243,0.1%,"2,926",Duelist
6,7,Cypher,1.02, 15.2  /  14.8  /  4.6 ,47.3%,5.9%,204,0.1%,"2,067",Sentinel
7,8,Sage,0.98, 14.4  /  14.7  /  6.7 ,51.5%,3.9%,200,0.2%,"1,372",Sentinel
8,9,Fade,0.98, 14.8  /  15.1  /  6.3 ,52.0%,3.8%,201,0.1%,"1,333",Initiator
9,10,Neon,0.98, 16.4  /  16.7  /  4.4 ,45.3%,2.8%,230,0.1%,978,Duelist
10,11,Viper,1.02, 15.2  /  14.8  /  5.9 ,50.6%,2.8%,210,0.2%,977,Controller
11,12,KAY/O,0.96, 14.5  /  15.1  /  9.8 ,47.0%,2.7%,206,0.1%,949,Initiator
12,13,Chamber,1.07, 16.4  /  15.4  /  2.8 ,50.8%,2.4%,219,0.1%,828,Sentinel
13,14,Phoenix,1.13, 17.1  /  15.2  /  4.6 ,52.8%,1.6%,237,0.1%,547,Duelist
14,15,Skye,1.0, 15.1  /  15.2  /  6.9 ,49.2%,1.4%,205,0.1%,490,Initiator
15,16,Omen,0.94, 14.2  /  15.2  /  7.1 ,50.2%,0.9%,195,0.1%,329,Controller
16,17,Astra,1.05, 15.1  /  14.4  /  6.9 ,49.4%,0.9%,212,0.1%,322,Controller
17,18,Yoru,1.01, 16.1  /  16  /  4.4 ,45.5%,0.8%,221,0.1%,279,Duelist
18,19,Harbor,0.93, 14.1  /  15.2  /  5.9 ,38.8%,0.6%,198,0.1%,224,Controller
19,20,Sova,0.98, 15.4  /  15.6  /  5.6 ,40.9%,0.3%,209,0.1%,88,Initiator
