,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.17, 17.9  /  15.3  /  4.4 ,50.1%,12.0%,252,0.1%,"39,099",Duelist
1,2,Sage,0.91, 13.3  /  14.7  /  6.9 ,50.7%,9.6%,188,0.1%,"31,343",Sentinel
2,3,Jett,1.1, 17.3  /  15.7  /  3.8 ,49.9%,9.0%,242,0.1%,"29,127",Duelist
3,4,Omen,0.97, 14.7  /  15.2  /  6.2 ,48.7%,7.5%,205,0.1%,"24,337",Controller
4,5,Raze,1.06, 16.5  /  15.6  /  4.9 ,50.4%,7.3%,243,0.1%,"23,757",Duelist
5,6,Killjoy,0.98, 14  /  14.2  /  3.9 ,49.7%,7.1%,198,0.2%,"22,963",Sentinel
6,7,Skye,0.93, 13.9  /  14.9  /  7.6 ,48.9%,5.4%,197,0.1%,"17,645",Initiator
7,8,Brimstone,0.96, 14.4  /  14.9  /  7.5 ,50.3%,4.6%,206,0.1%,"15,043",Controller
8,9,Breach,0.93, 14.3  /  15.3  /  6.4 ,48.7%,4.6%,202,0.1%,"15,019",Initiator
9,10,Fade,0.93, 14  /  15  /  6.1 ,50.2%,4.4%,197,0.1%,"14,307",Initiator
10,11,Phoenix,1.1, 16.8  /  15.2  /  4.5 ,49.3%,3.8%,238,0.1%,"12,284",Duelist
11,12,KAY/O,0.9, 13.9  /  15.4  /  8.7 ,47.0%,3.7%,201,0.1%,"11,977",Initiator
12,13,Chamber,1.08, 15.8  /  14.7  /  3.1 ,48.8%,3.5%,219,0.1%,"11,382",Sentinel
13,14,Cypher,0.98, 14.3  /  14.5  /  4.7 ,47.9%,3.3%,197,0.2%,"10,733",Sentinel
14,15,Sova,0.95, 14  /  14.7  /  5.3 ,48.0%,3.1%,202,0.1%,"10,170",Initiator
15,16,Viper,0.97, 14.3  /  14.7  /  5.5 ,48.7%,2.8%,202,0.1%,"9,144",Controller
16,17,Neon,0.99, 16  /  16.2  /  4.3 ,47.2%,2.5%,228,0.1%,"8,101",Duelist
17,18,Harbor,0.92, 13.8  /  15  /  5.6 ,48.2%,2.3%,194,0.1%,"7,557",Controller
18,19,Astra,1.02, 15  /  14.7  /  5.6 ,49.4%,1.8%,205,0.1%,"5,858",Controller
19,20,Yoru,0.99, 15.4  /  15.6  /  4.2 ,46.4%,1.7%,216,0.1%,"5,524",Duelist
