,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.09, 16.4  /  15.1  /  4.4 ,49.8%,11.0%,235,0.2%,"341,389",Duelist
1,2,Sage,0.85, 12.4  /  14.6  /  6.4 ,49.9%,10.7%,178,0.1%,"330,637",Sentinel
2,3,Raze,0.99, 15.1  /  15.3  /  4.8 ,49.5%,7.9%,225,0.2%,"244,973",Duelist
3,4,Omen,0.94, 13.9  /  14.9  /  5.5 ,48.7%,7.2%,198,0.1%,"222,505",Controller
4,5,Skye,0.86, 12.7  /  14.8  /  7 ,49.2%,6.4%,184,0.1%,"197,673",Initiator
5,6,Brimstone,0.93, 13.5  /  14.5  /  6.7 ,50.3%,6.3%,196,0.1%,"193,720",Controller
6,7,Jett,1.01, 15.5  /  15.3  /  3.8 ,48.7%,5.6%,221,0.2%,"172,586",Duelist
7,8,Deadlock,0.92, 13.6  /  14.8  /  3.9 ,49.2%,5.5%,197,0.1%,"169,682",Sentinel
8,9,Killjoy,0.92, 13  /  14  /  3.9 ,50.9%,4.7%,189,0.1%,"146,908",Sentinel
9,10,Gekko,0.87, 12.9  /  14.9  /  4.6 ,49.5%,4.3%,183,0.1%,"132,062",Initiator
10,11,Cypher,0.93, 13.2  /  14.2  /  4.7 ,49.0%,3.8%,186,0.1%,"116,244",Sentinel
11,12,Phoenix,1.01, 15.1  /  15  /  4.4 ,49.2%,3.7%,219,0.2%,"115,174",Duelist
12,13,Viper,0.92, 13.3  /  14.5  /  5 ,48.5%,3.1%,192,0.1%,"94,671",Controller
13,14,Fade,0.86, 12.8  /  14.9  /  5.9 ,48.8%,3.0%,185,0.1%,"94,383",Initiator
14,15,Sova,0.9, 13.1  /  14.6  /  5 ,48.2%,3.0%,191,0.1%,"91,833",Initiator
15,16,Yoru,0.93, 14.2  /  15.2  /  4.1 ,46.2%,2.8%,203,0.1%,"86,416",Duelist
16,17,Neon,0.94, 14.7  /  15.6  /  4 ,47.8%,2.6%,212,0.2%,"82,041",Duelist
17,18,Chamber,1.01, 14.5  /  14.5  /  3.2 ,48.4%,2.6%,203,0.1%,"81,509",Sentinel
18,19,KAY/O,0.84, 12.8  /  15.2  /  7.5 ,45.7%,2.3%,188,0.1%,"69,941",Initiator
19,20,Breach,0.88, 13.5  /  15.2  /  5.4 ,48.3%,2.0%,194,0.1%,"61,256",Initiator
20,21,Harbor,0.85, 12.7  /  15  /  5.2 ,46.5%,0.9%,182,0.1%,"27,273",Controller
21,22,Astra,0.96, 13.8  /  14.3  /  5.1 ,48.8%,0.8%,194,0.1%,"25,976",Controller
