,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.15, 17.4  /  15.1  /  4.1 ,51.5%,13.3%,249,0.2%,"2,764,353"
1,2,Sage,0.91, 13.1  /  14.5  /  6.5 ,51.0%,13.2%,188,0.1%,"2,757,519"
2,3,Chamber,1.09, 15.7  /  14.5  /  3.5 ,51.2%,8.5%,219,0.2%,"1,762,254"
3,4,Omen,0.97, 14.6  /  15  /  4.9 ,50.0%,7.3%,206,0.1%,"1,529,439"
4,5,Raze,1.02, 15.6  /  15.3  /  4.9 ,51.0%,6.9%,232,0.1%,"1,441,872"
5,6,Jett,1.08, 16.6  /  15.4  /  3.9 ,51.2%,6.2%,238,0.2%,"1,302,030"
6,7,Fade,0.93, 13.8  /  14.9  /  6.6 ,50.8%,5.2%,199,0.1%,"1,089,309"
7,8,Viper,0.95, 13.8  /  14.5  /  5.2 ,50.5%,5.0%,198,0.1%,"1,042,338"
8,9,Brimstone,0.95, 14  /  14.7  /  6.3 ,51.5%,5.0%,203,0.1%,"1,041,879"
9,10,Killjoy,0.95, 13.5  /  14.2  /  4.2 ,52.1%,4.8%,197,0.1%,"989,808"
10,11,Sova,0.95, 13.7  /  14.5  /  5.2 ,49.9%,4.6%,200,0.1%,"967,572"
11,12,Skye,0.92, 13.7  /  14.8  /  6.2 ,50.7%,4.1%,196,0.1%,"857,565"
12,13,KAY/O,0.89, 13.5  /  15.2  /  7.1 ,47.8%,3.5%,197,0.1%,"722,313"
13,14,Neon,1.01, 15.8  /  15.6  /  4 ,49.8%,3.0%,228,0.2%,"622,965"
14,15,Yoru,0.97, 14.7  /  15.2  /  3.6 ,46.5%,2.5%,210,0.1%,"529,329"
15,16,Cypher,0.96, 13.8  /  14.3  /  4.5 ,49.4%,2.1%,195,0.1%,"446,556"
16,17,Breach,0.92, 14  /  15.2  /  5 ,48.5%,1.9%,201,0.1%,"402,696"
17,18,Phoenix,1.04, 15.5  /  15  /  3.9 ,49.8%,1.9%,225,0.2%,"401,166"
18,19,Astra,0.99, 14.4  /  14.4  /  4.8 ,48.7%,0.8%,202,0.1%,"166,515"
