,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.19, 18.3  /  15.4  /  4.5 ,50.7%,12.9%,258,0.1%,"46,607",Duelist
1,2,Sage,0.92, 13.5  /  14.8  /  7 ,49.9%,10.9%,191,0.1%,"39,493",Sentinel
2,3,Jett,1.13, 17.5  /  15.5  /  3.9 ,50.1%,9.8%,247,0.1%,"35,601",Duelist
3,4,Omen,1.0, 15  /  15  /  6.5 ,49.1%,9.1%,210,0.1%,"33,087",Controller
4,5,Killjoy,0.99, 14.1  /  14.2  /  3.9 ,50.5%,6.6%,200,0.2%,"23,851",Sentinel
5,6,Raze,1.07, 16.6  /  15.5  /  4.7 ,50.5%,6.1%,241,0.1%,"22,276",Duelist
6,7,Brimstone,0.99, 14.5  /  14.7  /  7.9 ,51.5%,5.7%,209,0.1%,"20,536",Controller
7,8,Sova,1.01, 14.6  /  14.5  /  5.4 ,50.3%,5.6%,208,0.1%,"20,126",Initiator
8,9,Skye,0.93, 14  /  15  /  7.3 ,48.5%,4.3%,199,0.1%,"15,671",Initiator
9,10,Phoenix,1.14, 17.3  /  15.1  /  4.6 ,50.8%,4.0%,246,0.1%,"14,476",Duelist
10,11,Fade,0.97, 14.4  /  14.9  /  6.3 ,49.5%,3.9%,204,0.1%,"14,092",Initiator
11,12,Cypher,1.01, 14.6  /  14.5  /  4.9 ,50.7%,3.5%,202,0.2%,"12,624",Sentinel
12,13,KAY/O,0.91, 14  /  15.4  /  8.5 ,46.5%,3.3%,203,0.1%,"12,079",Initiator
13,14,Breach,0.95, 14.5  /  15.2  /  6.2 ,49.2%,2.9%,205,0.1%,"10,608",Initiator
14,15,Chamber,1.08, 15.8  /  14.6  /  3.1 ,47.8%,2.9%,218,0.1%,"10,531",Sentinel
15,16,Neon,1.02, 16.4  /  16  /  4.2 ,49.9%,2.2%,232,0.1%,"7,926",Duelist
16,17,Viper,0.98, 14.4  /  14.7  /  5.5 ,47.2%,2.1%,203,0.1%,"7,560",Controller
17,18,Yoru,1.01, 15.6  /  15.5  /  4.3 ,46.6%,1.8%,218,0.1%,"6,563",Duelist
18,19,Astra,1.02, 14.8  /  14.6  /  5.9 ,47.3%,1.5%,206,0.1%,"5,439",Controller
19,20,Harbor,0.92, 13.9  /  15.2  /  5.7 ,46.2%,0.9%,197,0.1%,"3,105",Controller
