,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.72, 10.2  /  14.1  /  5.5 ,50.5%,12.3%,151,0.1%,"31,135",Sentinel
1,2,Reyna,0.95, 13.7  /  14.5  /  4.1 ,49.9%,10.5%,202,0.2%,"26,632",Duelist
2,3,Raze,0.85, 12.5  /  14.6  /  4.3 ,48.8%,7.5%,191,0.1%,"19,103",Duelist
3,4,Omen,0.82, 11.8  /  14.5  /  4.5 ,48.8%,6.6%,173,0.1%,"16,794",Controller
4,5,Jett,0.88, 12.8  /  14.5  /  3.5 ,48.9%,6.4%,189,0.2%,"16,221",Duelist
5,6,Deadlock,0.8, 11.6  /  14.4  /  3.7 ,48.6%,5.7%,171,0.1%,"14,433",Sentinel
6,7,Yoru,0.82, 12  /  14.6  /  3.8 ,48.6%,5.0%,175,0.1%,"12,746",Duelist
7,8,Gekko,0.74, 10.8  /  14.5  /  4.3 ,48.5%,4.9%,158,0.1%,"12,511",Initiator
8,9,Phoenix,0.85, 12.2  /  14.3  /  3.9 ,48.5%,4.9%,182,0.1%,"12,337",Duelist
9,10,Neon,0.8, 11.9  /  14.9  /  3.7 ,47.7%,4.2%,178,0.2%,"10,695",Duelist
10,11,Sova,0.77, 10.9  /  14.2  /  4.4 ,49.0%,4.2%,163,0.1%,"10,535",Initiator
11,12,Skye,0.75, 10.7  /  14.3  /  6.3 ,49.8%,3.9%,161,0.1%,"9,957",Initiator
12,13,Killjoy,0.8, 11  /  13.8  /  3.8 ,51.2%,3.8%,166,0.1%,"9,596",Sentinel
13,14,Fade,0.72, 10.4  /  14.6  /  5.6 ,48.8%,3.7%,157,0.1%,"9,280",Initiator
14,15,Brimstone,0.81, 11.4  /  14.2  /  5.4 ,48.9%,3.5%,172,0.1%,"8,901",Controller
15,16,Viper,0.76, 11  /  14.4  /  4.4 ,48.6%,3.0%,163,0.1%,"7,571",Controller
16,17,KAY/O,0.73, 10.8  /  14.8  /  7 ,46.7%,2.5%,164,0.1%,"6,302",Initiator
17,18,Cypher,0.81, 11.2  /  13.8  /  4.5 ,49.7%,2.5%,164,0.1%,"6,224",Sentinel
18,19,Chamber,0.87, 12.2  /  13.9  /  3.2 ,49.5%,2.1%,178,0.1%,"5,396",Sentinel
19,20,Breach,0.82, 11.7  /  14.3  /  4.7 ,45.4%,1.4%,175,0.1%,"3,641",Initiator
20,21,Harbor,0.74, 10.8  /  14.5  /  4.7 ,49.2%,0.8%,160,0.1%,"2,112",Controller
21,22,Astra,0.87, 11.6  /  13.4  /  4.3 ,49.6%,0.5%,170,0.1%,"1,279",Controller
