,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.8 ,49.2%,14.2%,238,0.1%,"797,551"
1,2,Omen,0.98, 14.8  /  15.2  /  8.5 ,48.4%,11.4%,204,0.1%,"636,399"
2,3,Killjoy,1, 14.4  /  14.4  /  3.8 ,49.2%,10.9%,198,0.1%,"607,879"
3,4,Reyna,1.11, 17.6  /  15.8  /  4.6 ,49.8%,10.0%,242,0.1%,"558,953"
4,5,Sova,1.02, 14.9  /  14.6  /  6.1 ,50.4%,9.9%,207,0.1%,"556,740"
5,6,Sage,0.93, 13.9  /  14.9  /  7.2 ,50.5%,6.1%,192,0.1%,"343,790"
6,7,Brimstone,0.96, 14.4  /  15  /  9.8 ,51.7%,5.3%,204,0.1%,"294,406"
7,8,Raze,1.02, 16.4  /  16.1  /  5 ,49.2%,5.1%,236,0.1%,"287,126"
8,9,KAY/O,0.91, 14.3  /  15.6  /  9.1 ,45.7%,4.5%,201,0.1%,"250,136"
9,10,Skye,0.93, 14.3  /  15.3  /  7.9 ,48.7%,3.6%,198,0.1%,"200,749"
10,11,Phoenix,1.1, 17.3  /  15.6  /  4.9 ,50.6%,3.3%,241,0.1%,"182,909"
11,12,Chamber,1.08, 16.3  /  15.1  /  2.9 ,48.3%,2.9%,218,0.1%,"164,620"
12,13,Cypher,1, 14.6  /  14.6  /  5 ,49.3%,2.9%,197,0.1%,"161,763"
13,14,Fade,0.95, 14.4  /  15.1  /  6.6 ,48.4%,2.1%,198,0.1%,"116,897"
14,15,Gekko,0.92, 14.1  /  15.3  /  4.8 ,47.4%,1.9%,192,0.1%,"107,272"
15,16,Astra,1.03, 15.2  /  14.8  /  7.6 ,49.6%,1.9%,208,0.1%,"104,556"
16,17,Breach,0.92, 14.4  /  15.7  /  7.1 ,47.2%,1.3%,200,0.1%,"70,758"
17,18,Yoru,1, 15.8  /  15.7  /  4.6 ,46.1%,0.9%,218,0.1%,"49,533"
18,19,Viper,0.98, 14.5  /  14.8  /  5.9 ,48.3%,0.8%,202,0.1%,"46,680"
19,20,Neon,0.96, 15.8  /  16.5  /  4.1 ,46.3%,0.8%,221,0.1%,"42,061"
20,21,Harbor,0.91, 14  /  15.4  /  6.4 ,44.0%,0.3%,193,0.1%,"17,162"
