,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.8, 11.4  /  14.3  /  6.2 ,50.0%,17.0%,166,0.1%,"1,391,127"
1,2,Reyna,1.01, 15  /  14.8  /  4.2 ,50.0%,12.9%,221,0.2%,"1,054,476"
2,3,Jett,0.97, 14.4  /  14.8  /  3.9 ,49.7%,10.2%,212,0.2%,"838,185"
3,4,Raze,0.89, 13.3  /  14.9  /  4.8 ,49.2%,7.8%,205,0.1%,"637,857"
4,5,Sova,0.82, 11.9  /  14.5  /  5.1 ,48.1%,7.1%,178,0.1%,"580,380"
5,6,Killjoy,0.86, 12  /  13.9  /  4.2 ,52.0%,6.2%,182,0.1%,"505,614"
6,7,Viper,0.84, 12.1  /  14.4  /  4.9 ,50.4%,5.6%,178,0.1%,"462,060"
7,8,Omen,0.85, 12.6  /  14.8  /  4.2 ,48.2%,5.6%,184,0.1%,"459,969"
8,9,Phoenix,0.88, 13  /  14.8  /  3.9 ,47.6%,5.3%,194,0.2%,"432,072"
9,10,Skye,0.81, 11.8  /  14.7  /  6.1 ,48.9%,4.4%,173,0.1%,"364,242"
10,11,Brimstone,0.85, 12.4  /  14.6  /  5.3 ,48.6%,3.5%,182,0.1%,"290,496"
11,12,Yoru,0.85, 12.7  /  14.9  /  3.5 ,45.2%,3.2%,187,0.1%,"263,160"
12,13,Chamber,0.92, 13.1  /  14.3  /  3.4 ,49.7%,3.2%,190,0.1%,"263,109"
13,14,Cypher,0.85, 12.1  /  14.2  /  4.4 ,49.3%,2.9%,176,0.1%,"234,549"
14,15,KAY/O,0.76, 11.5  /  15  /  6.5 ,47.9%,2.7%,171,0.1%,"219,147"
15,16,Breach,0.84, 12.5  /  14.9  /  4.7 ,50.1%,1.6%,184,0.1%,"131,631"
16,17,Astra,0.89, 12.6  /  14.3  /  4.4 ,49.3%,0.9%,183,0.1%,"75,939"
