,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.18, 18.1  /  15.3  /  4.5 ,50.8%,12.5%,255,0.1%,"1,186,621"
1,2,Sage,0.92, 13.5  /  14.7  /  6.9 ,50.2%,10.7%,191,0.1%,"1,014,792"
2,3,Jett,1.13, 17.5  /  15.5  /  3.9 ,50.2%,10.0%,246,0.1%,"954,847"
3,4,Omen,1, 14.9  /  15  /  6.5 ,49.0%,10.0%,209,0.1%,"951,144"
4,5,Killjoy,0.99, 14.1  /  14.2  /  3.8 ,50.4%,6.4%,199,0.1%,"610,549"
5,6,Raze,1.06, 16.5  /  15.5  /  4.8 ,50.0%,6.0%,240,0.1%,"570,517"
6,7,Brimstone,0.98, 14.4  /  14.7  /  7.9 ,50.9%,5.5%,207,0.1%,"522,786"
7,8,Sova,1, 14.5  /  14.5  /  5.4 ,49.9%,5.0%,205,0.1%,"478,869"
8,9,Skye,0.94, 14  /  14.9  /  7.5 ,49.1%,4.7%,199,0.1%,"449,110"
9,10,Phoenix,1.13, 17.1  /  15.1  /  4.5 ,50.7%,3.9%,243,0.1%,"367,001"
10,11,Gekko,0.94, 14  /  14.9  /  4.9 ,50.1%,3.8%,196,0.1%,"366,290"
11,12,Chamber,1.08, 15.8  /  14.6  /  3.1 ,48.6%,3.2%,218,0.1%,"304,179"
12,13,Cypher,1.01, 14.5  /  14.4  /  4.8 ,49.5%,3.2%,201,0.1%,"301,291"
13,14,Fade,0.94, 14.1  /  15  /  6.3 ,49.4%,2.6%,200,0.1%,"245,039"
14,15,KAY/O,0.91, 14  /  15.4  /  8.5 ,46.4%,2.5%,203,0.1%,"239,271"
15,16,Breach,0.95, 14.5  /  15.2  /  6.2 ,49.4%,2.5%,205,0.1%,"233,582"
16,17,Neon,1.01, 16.1  /  16  /  4.1 ,48.2%,2.0%,229,0.1%,"188,927"
17,18,Viper,0.98, 14.3  /  14.6  /  5.5 ,48.6%,1.9%,203,0.1%,"185,564"
18,19,Yoru,1.01, 15.6  /  15.4  /  4.4 ,46.9%,1.8%,219,0.1%,"166,790"
19,20,Astra,1.03, 15  /  14.5  /  5.9 ,49.1%,1.2%,208,0.1%,"117,935"
20,21,Harbor,0.9, 13.7  /  15.1  /  5.8 ,45.2%,0.7%,194,0.1%,"65,795"
