,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.18, 18.3  /  15.5  /  4.7 ,50.6%,12.3%,256,0.1%,"35,183"
1,2,Jett,1.11, 17.5  /  15.7  /  3.9 ,49.6%,10.7%,244,0.1%,"30,806"
2,3,Sage,0.9, 13.2  /  14.8  /  7.2 ,50.0%,9.7%,187,0.1%,"27,782"
3,4,Fade,0.95, 14.4  /  15.1  /  6.4 ,49.4%,7.0%,202,0.1%,"20,059"
4,5,Viper,0.99, 14.5  /  14.6  /  6 ,50.3%,6.3%,205,0.1%,"18,117"
5,6,Killjoy,1, 14.2  /  14.2  /  4.1 ,50.7%,5.6%,201,0.2%,"16,076"
6,7,Raze,1.06, 16.6  /  15.7  /  4.8 ,49.7%,5.2%,241,0.1%,"15,020"
7,8,Skye,0.94, 14.2  /  15.1  /  7.7 ,49.0%,4.3%,201,0.1%,"12,377"
8,9,Brimstone,0.97, 14.3  /  14.7  /  8 ,50.8%,4.3%,206,0.1%,"12,332"
9,10,Phoenix,1.14, 17.4  /  15.2  /  4.8 ,51.4%,4.2%,247,0.1%,"12,174"
10,11,Cypher,1.01, 14.5  /  14.4  /  4.9 ,50.1%,4.2%,200,0.2%,"12,159"
11,12,Omen,0.97, 14.8  /  15.3  /  6.3 ,48.2%,4.1%,206,0.1%,"11,658"
12,13,KAY/O,0.93, 14.3  /  15.5  /  8.6 ,46.3%,3.9%,206,0.1%,"11,053"
13,14,Chamber,1.09, 16.1  /  14.7  /  3.1 ,48.2%,3.5%,220,0.1%,"9,972"
14,15,Sova,1, 14.6  /  14.6  /  5.5 ,49.7%,3.2%,207,0.1%,"9,058"
15,16,Astra,1.06, 15.2  /  14.3  /  6.3 ,50.0%,3.0%,209,0.2%,"8,706"
16,17,Harbor,0.9, 13.5  /  15  /  5.9 ,45.4%,2.8%,189,0.1%,"7,981"
17,18,Neon,1, 16.4  /  16.4  /  4.4 ,49.6%,2.2%,232,0.1%,"6,232"
18,19,Breach,0.94, 14.4  /  15.3  /  6.4 ,47.8%,1.9%,204,0.1%,"5,549"
19,20,Yoru,1.04, 16.1  /  15.5  /  4.4 ,48.4%,1.7%,224,0.1%,"4,775"
