,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.11, 16.5  /  14.9  /  3.2 ,50.7%,13.6%,224,0.2%,"2,709,426"
1,2,Reyna,1.13, 17.6  /  15.6  /  3.9 ,50.8%,11.3%,245,0.2%,"2,260,677"
2,3,Jett,1.08, 17.2  /  15.9  /  3.7 ,50.3%,10.1%,239,0.2%,"2,014,500"
3,4,Sage,0.92, 13.6  /  14.8  /  6.6 ,51.0%,9.4%,191,0.1%,"1,877,871"
4,5,Viper,0.97, 14.2  /  14.6  /  5.3 ,50.2%,6.3%,199,0.1%,"1,251,132"
5,6,Omen,0.96, 14.6  /  15.3  /  5.5 ,48.8%,6.3%,202,0.1%,"1,246,542"
6,7,Raze,1.04, 16.4  /  15.8  /  4.8 ,50.5%,5.8%,238,0.2%,"1,149,285"
7,8,Brimstone,0.95, 14.2  /  14.9  /  7 ,51.1%,5.7%,202,0.1%,"1,126,590"
8,9,Sova,0.97, 14.2  /  14.7  /  5.5 ,49.8%,4.8%,201,0.1%,"961,656"
9,10,Skye,0.94, 14.3  /  15.2  /  5.9 ,49.4%,4.6%,199,0.1%,"917,286"
10,11,Fade,0.95, 14.2  /  15  /  6.7 ,50.2%,4.4%,199,0.1%,"876,486"
11,12,KAY/O,0.9, 14.1  /  15.6  /  7.5 ,46.2%,3.9%,201,0.1%,"769,539"
12,13,Killjoy,0.97, 14  /  14.4  /  3.9 ,50.4%,2.7%,198,0.1%,"537,897"
13,14,Phoenix,1.11, 17.1  /  15.4  /  3.9 ,51.6%,2.6%,241,0.2%,"515,661"
14,15,Neon,0.99, 16.1  /  16.3  /  3.9 ,48.2%,2.5%,228,0.2%,"494,751"
15,16,Breach,0.92, 14.2  /  15.4  /  5.4 ,48.1%,2.4%,198,0.1%,"478,482"
16,17,Cypher,0.96, 14.3  /  14.8  /  4.4 ,47.9%,1.4%,195,0.1%,"269,535"
17,18,Yoru,0.99, 15.7  /  15.7  /  3.5 ,46.9%,1.3%,217,0.2%,"259,437"
18,19,Astra,1.02, 14.9  /  14.6  /  5.4 ,49.2%,1.1%,204,0.1%,"212,364"
