,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.71, 9.9  /  13.9  /  5.8 ,51.3%,13.3%,150,0.1%,"2,640",Sentinel
1,2,Reyna,0.95, 13.7  /  14.5  /  4.4 ,49.0%,11.4%,204,0.1%,"2,260",Duelist
2,3,Raze,0.87, 12.3  /  14.3  /  4.5 ,50.8%,7.9%,191,0.1%,"1,576",Duelist
3,4,Jett,0.87, 12.2  /  14.1  /  3.5 ,49.7%,6.9%,185,0.1%,"1,361",Duelist
4,5,Yoru,0.77, 11.1  /  14.3  /  4 ,48.3%,5.9%,168,0.1%,"1,173",Duelist
5,6,Neon,0.83, 12.1  /  14.5  /  3.8 ,50.0%,5.7%,185,0.1%,"1,127",Duelist
6,7,Fade,0.73, 10.4  /  14.3  /  5.6 ,49.3%,5.7%,159,0.1%,"1,121",Initiator
7,8,Omen,0.81, 11.8  /  14.5  /  4.4 ,48.0%,5.4%,173,0.1%,"1,073",Controller
8,9,Killjoy,0.85, 11.3  /  13.3  /  4.1 ,54.0%,5.0%,172,0.2%,999,Sentinel
9,10,Phoenix,0.87, 12.1  /  13.9  /  3.9 ,50.0%,5.0%,182,0.1%,998,Duelist
10,11,Sova,0.74, 10.4  /  14.1  /  4.7 ,49.3%,4.4%,161,0.1%,873,Initiator
11,12,Viper,0.73, 10.2  /  13.9  /  4.5 ,47.1%,4.2%,159,0.1%,841,Controller
12,13,Brimstone,0.82, 11.6  /  14.1  /  5.6 ,51.0%,4.1%,172,0.1%,811,Controller
13,14,Skye,0.71, 10  /  14.1  /  6.1 ,46.9%,3.2%,151,0.1%,642,Initiator
14,15,KAY/O,0.75, 10.7  /  14.3  /  7.3 ,45.0%,3.1%,168,0.1%,620,Initiator
15,16,Cypher,0.81, 11.1  /  13.8  /  4.6 ,51.0%,2.7%,162,0.2%,543,Sentinel
16,17,Chamber,0.85, 11.5  /  13.6  /  3.6 ,47.4%,2.2%,177,0.1%,430,Sentinel
17,18,Breach,0.82, 11.2  /  13.7  /  4.8 ,50.4%,1.9%,174,0.1%,377,Initiator
18,19,Harbor,0.75, 11.3  /  15.1  /  5.1 ,44.5%,1.1%,166,0.1%,227,Controller
19,20,Astra,0.8, 11.1  /  13.9  /  4.2 ,41.8%,0.7%,165,0.1%,134,Controller
