,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.18, 17.9  /  15.2  /  4.6 ,50.2%,12.3%,252,0.2%,"584,765"
1,2,Jett,1.11, 17.1  /  15.4  /  3.9 ,49.5%,9.2%,241,0.2%,"440,565"
2,3,Sage,0.89, 13  /  14.7  /  7 ,49.5%,8.5%,185,0.1%,"404,679"
3,4,Omen,0.97, 14.6  /  15  /  6.2 ,48.1%,5.9%,205,0.1%,"282,835"
4,5,Skye,0.92, 13.7  /  14.9  /  7.7 ,49.2%,5.8%,195,0.1%,"277,076"
5,6,Raze,1.05, 16.2  /  15.5  /  5 ,49.5%,5.3%,238,0.2%,"252,450"
6,7,Killjoy,0.98, 13.9  /  14.1  /  4 ,50.5%,4.8%,198,0.1%,"229,111"
7,8,Deadlock,0.98, 14.6  /  14.9  /  4.1 ,48.9%,4.7%,210,0.1%,"226,275"
8,9,Viper,0.99, 14.3  /  14.5  /  5.8 ,49.7%,4.6%,204,0.1%,"221,542"
9,10,Brimstone,0.96, 14.1  /  14.7  /  7.7 ,50.5%,4.6%,204,0.1%,"217,653"
10,11,Gekko,0.93, 13.8  /  14.8  /  5 ,50.6%,4.2%,192,0.1%,"198,495"
11,12,Chamber,1.09, 15.9  /  14.5  /  3.2 ,48.6%,4.0%,218,0.2%,"193,235"
12,13,Phoenix,1.12, 16.8  /  15.1  /  4.7 ,50.6%,3.7%,239,0.2%,"175,511"
13,14,Fade,0.93, 13.8  /  14.9  /  6.3 ,49.5%,3.4%,196,0.1%,"161,634"
14,15,Cypher,1, 14.2  /  14.2  /  4.9 ,49.2%,3.2%,197,0.1%,"154,289"
15,16,Sova,0.97, 14.1  /  14.6  /  5.5 ,48.5%,2.6%,202,0.1%,"126,210"
16,17,KAY/O,0.9, 13.8  /  15.3  /  8.1 ,45.5%,2.4%,200,0.1%,"115,539"
17,18,Astra,1.04, 14.8  /  14.2  /  6.1 ,50.5%,2.4%,205,0.1%,"115,370"
18,19,Harbor,0.9, 13.5  /  15  /  6 ,47.1%,2.3%,190,0.1%,"108,223"
19,20,Neon,1.01, 16.1  /  15.9  /  4.3 ,48.2%,2.2%,229,0.2%,"103,463"
20,21,Yoru,1.01, 15.6  /  15.4  /  4.4 ,47.1%,1.9%,219,0.2%,"92,351"
21,22,Breach,0.94, 14.3  /  15.3  /  6.2 ,48.3%,1.9%,204,0.1%,"90,270"
