,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Raze,1.07, 17  /  15.9  /  4.8 ,49.8%,11.0%,244,0.2%,"303,487",Duelist
1,2,Reyna,1.16, 18  /  15.4  /  4.2 ,50.2%,10.7%,247,0.2%,"294,886",Duelist
2,3,Brimstone,0.98, 14.5  /  14.8  /  8 ,51.0%,9.4%,205,0.1%,"258,647",Controller
3,4,Jett,1.1, 17.3  /  15.8  /  3.5 ,49.1%,9.2%,239,0.2%,"253,543",Duelist
4,5,Skye,0.95, 14.3  /  15  /  7.3 ,49.8%,8.7%,197,0.1%,"239,767",Initiator
5,6,Sage,0.93, 13.7  /  14.8  /  6.7 ,50.7%,6.4%,190,0.1%,"176,358",Sentinel
6,7,Omen,0.98, 14.8  /  15.2  /  6.8 ,47.7%,6.3%,204,0.1%,"173,222",Controller
7,8,Deadlock,0.99, 14.9  /  15  /  3.8 ,48.7%,5.0%,207,0.1%,"136,939",Sentinel
8,9,Cypher,0.99, 14.3  /  14.5  /  4.6 ,48.8%,4.6%,194,0.1%,"126,443",Sentinel
9,10,Chamber,1.09, 16.1  /  14.7  /  2.8 ,48.9%,4.4%,216,0.2%,"120,827",Sentinel
10,11,Killjoy,0.98, 14  /  14.3  /  3.6 ,49.8%,4.1%,195,0.1%,"114,440",Sentinel
11,12,Phoenix,1.12, 17.2  /  15.3  /  4.3 ,50.7%,3.0%,240,0.2%,"81,815",Duelist
12,13,Sova,1.0, 14.6  /  14.7  /  5.5 ,49.6%,3.0%,204,0.1%,"81,698",Initiator
13,14,Fade,0.95, 14.3  /  15  /  6.2 ,49.0%,2.3%,197,0.1%,"63,944",Initiator
14,15,Gekko,0.94, 14.1  /  15.1  /  4.6 ,49.8%,2.3%,192,0.1%,"62,489",Initiator
15,16,Viper,1.01, 14.8  /  14.7  /  5.4 ,49.3%,2.3%,206,0.1%,"62,276",Controller
16,17,Breach,0.94, 14.4  /  15.4  /  6.2 ,47.5%,1.8%,200,0.1%,"49,452",Initiator
17,18,KAY/O,0.92, 14.2  /  15.5  /  8.3 ,45.2%,1.6%,202,0.1%,"43,486",Initiator
18,19,Yoru,1.04, 16.2  /  15.7  /  4.1 ,47.2%,1.5%,224,0.2%,"42,655",Duelist
19,20,Astra,1.02, 15  /  14.6  /  6.1 ,48.5%,1.4%,204,0.1%,"37,976",Controller
20,21,Neon,0.99, 16  /  16.2  /  3.9 ,47.0%,0.9%,224,0.2%,"24,871",Duelist
21,22,Harbor,0.93, 14.1  /  15.2  /  5.7 ,45.7%,0.5%,193,0.1%,"13,078",Controller
