,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 17.9  /  15.4  /  4.6 ,50.2%,11.8%,252,0.1%,"1,084,659",Duelist
1,2,Jett,1.1, 17.2  /  15.6  /  3.9 ,49.4%,10.0%,241,0.1%,"924,494",Duelist
2,3,Sage,0.88, 13  /  14.7  /  7.1 ,49.7%,9.7%,184,0.1%,"895,314",Sentinel
3,4,Killjoy,0.98, 13.9  /  14.1  /  4 ,50.0%,5.9%,197,0.1%,"546,538",Sentinel
4,5,Viper,0.99, 14.3  /  14.6  /  5.9 ,49.6%,5.7%,203,0.1%,"523,762",Controller
5,6,Raze,1.04, 16.2  /  15.6  /  4.9 ,49.4%,5.3%,236,0.1%,"483,817",Duelist
6,7,Omen,0.96, 14.5  /  15.1  /  6.2 ,47.6%,5.2%,203,0.1%,"481,872",Controller
7,8,Skye,0.92, 13.7  /  15  /  7.8 ,48.9%,5.2%,195,0.1%,"481,080",Initiator
8,9,Gekko,0.93, 13.8  /  14.9  /  5 ,50.5%,5.2%,192,0.1%,"478,395",Initiator
9,10,Brimstone,0.95, 14.1  /  14.7  /  7.8 ,50.3%,4.5%,203,0.1%,"410,118",Controller
10,11,Fade,0.93, 14  /  15  /  6.4 ,49.3%,4.0%,197,0.1%,"364,468",Initiator
11,12,Chamber,1.08, 15.8  /  14.6  /  3.2 ,48.1%,3.9%,216,0.1%,"361,001",Sentinel
12,13,Phoenix,1.12, 16.9  /  15.2  /  4.8 ,50.6%,3.8%,240,0.1%,"346,892",Duelist
13,14,Cypher,0.99, 14.2  /  14.3  /  4.9 ,48.9%,3.5%,196,0.1%,"326,346",Sentinel
14,15,Harbor,0.89, 13.4  /  15  /  6.1 ,47.4%,2.9%,188,0.1%,"265,100",Controller
15,16,Sova,0.97, 14.1  /  14.6  /  5.5 ,48.5%,2.9%,202,0.1%,"264,280",Initiator
16,17,KAY/O,0.9, 13.8  /  15.4  /  8.2 ,45.7%,2.8%,200,0.1%,"253,611",Initiator
17,18,Astra,1.04, 14.8  /  14.3  /  6.1 ,50.3%,2.3%,204,0.1%,"209,251",Controller
18,19,Neon,0.99, 15.9  /  16.1  /  4.2 ,47.7%,2.1%,227,0.1%,"192,506",Duelist
19,20,Yoru,1.0, 15.5  /  15.5  /  4.5 ,47.2%,1.8%,218,0.1%,"162,495",Duelist
20,21,Breach,0.92, 14.2  /  15.4  /  6.2 ,47.4%,1.7%,201,0.1%,"156,408",Initiator
