,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.8, 11.5  /  14.3  /  6.5 ,49.1%,13.1%,168,0.1%,"537,162",Sentinel
1,2,Reyna,1.01, 15.1  /  14.9  /  4.6 ,49.0%,11.0%,220,0.1%,"451,085",Duelist
2,3,Raze,0.93, 13.9  /  15  /  5.1 ,49.4%,7.3%,213,0.1%,"301,352",Duelist
3,4,Omen,0.88, 13  /  14.7  /  5.5 ,48.3%,7.3%,188,0.1%,"300,453",Controller
4,5,Jett,0.95, 14.3  /  15.1  /  3.9 ,48.2%,6.7%,209,0.1%,"275,408",Duelist
5,6,Killjoy,0.91, 12.6  /  13.8  /  4.3 ,50.9%,6.2%,187,0.1%,"252,810",Sentinel
6,7,Sova,0.86, 12.4  /  14.4  /  5.2 ,48.9%,5.3%,184,0.1%,"217,071",Initiator
7,8,Gekko,0.8, 11.8  /  14.8  /  4.6 ,47.6%,5.0%,172,0.1%,"204,023",Initiator
8,9,Phoenix,0.93, 13.8  /  14.8  /  4.5 ,47.6%,4.8%,203,0.1%,"196,002",Duelist
9,10,Brimstone,0.88, 12.8  /  14.5  /  6.8 ,50.0%,4.1%,190,0.1%,"169,397",Controller
10,11,Yoru,0.86, 12.9  /  15  /  4.3 ,45.9%,4.0%,188,0.1%,"162,411",Duelist
11,12,Fade,0.8, 11.8  /  14.7  /  6.1 ,47.6%,3.9%,175,0.1%,"160,626",Initiator
12,13,Skye,0.81, 11.8  /  14.6  /  7.4 ,48.6%,3.9%,175,0.1%,"159,289",Initiator
13,14,Neon,0.86, 13.2  /  15.4  /  4.1 ,46.4%,3.6%,195,0.1%,"149,140",Duelist
14,15,Viper,0.85, 12.3  /  14.4  /  5 ,48.2%,3.2%,181,0.1%,"130,553",Controller
15,16,KAY/O,0.79, 11.8  /  15  /  7.5 ,46.2%,3.0%,178,0.1%,"122,239",Initiator
16,17,Cypher,0.88, 12.4  /  14.1  /  5 ,47.9%,2.7%,178,0.1%,"112,067",Sentinel
17,18,Chamber,0.94, 13.6  /  14.5  /  3.5 ,47.7%,2.1%,196,0.1%,"87,109",Sentinel
18,19,Breach,0.85, 12.7  /  14.9  /  5.6 ,48.5%,1.4%,187,0.1%,"56,918",Initiator
19,20,Harbor,0.8, 11.9  /  14.8  /  5.2 ,46.2%,0.9%,174,0.1%,"38,817",Controller
20,21,Astra,0.91, 12.9  /  14.1  /  5.3 ,49.1%,0.6%,187,0.1%,"25,564",Controller
