,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.81, 11.7  /  14.4  /  6.3 ,50.7%,15.3%,172,0.1%,"1,365,525"
1,2,Reyna,1.04, 15.5  /  15  /  4.2 ,50.4%,11.9%,227,0.2%,"1,064,268"
2,3,Raze,0.93, 14.1  /  15.1  /  4.8 ,50.3%,7.1%,213,0.1%,"628,269"
3,4,Omen,0.89, 13.2  /  14.9  /  4.4 ,48.2%,6.9%,191,0.1%,"617,916"
4,5,Chamber,0.97, 14  /  14.5  /  3.6 ,48.8%,6.4%,199,0.1%,"571,455"
5,6,Jett,0.96, 14.5  /  15.2  /  3.9 ,49.2%,5.4%,214,0.2%,"481,491"
6,7,Fade,0.83, 12.2  /  14.7  /  6.3 ,50.0%,5.4%,181,0.1%,"480,828"
7,8,Sova,0.84, 12.2  /  14.6  /  5 ,49.1%,5.0%,182,0.1%,"447,933"
8,9,Viper,0.85, 12.2  /  14.5  /  4.9 ,48.2%,4.9%,181,0.1%,"434,010"
9,10,Killjoy,0.87, 12.2  /  14  /  4.2 ,51.9%,4.8%,183,0.1%,"432,072"
10,11,Skye,0.82, 12.1  /  14.7  /  6.1 ,49.0%,4.1%,178,0.1%,"368,322"
11,12,Brimstone,0.86, 12.6  /  14.6  /  5.7 ,50.1%,4.1%,187,0.1%,"366,792"
12,13,Yoru,0.87, 13.1  /  15  /  3.7 ,46.2%,3.9%,191,0.1%,"349,401"
13,14,Neon,0.9, 13.9  /  15.4  /  4 ,48.5%,3.8%,205,0.2%,"338,181"
14,15,KAY/O,0.79, 12  /  15.1  /  6.8 ,47.7%,3.5%,180,0.1%,"314,670"
15,16,Phoenix,0.91, 13.6  /  14.9  /  3.9 ,48.7%,2.8%,202,0.2%,"246,585"
16,17,Cypher,0.88, 12.5  /  14.1  /  4.4 ,50.5%,2.3%,180,0.1%,"207,162"
17,18,Breach,0.84, 12.7  /  15.1  /  4.8 ,48.9%,1.6%,186,0.1%,"138,414"
18,19,Astra,0.89, 12.8  /  14.4  /  4.5 ,50.1%,0.6%,184,0.1%,"57,732"
