,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 17.9  /  16.1  /  3.4 ,50.4%,21.5%,240,0.1%,"25,282",Duelist
1,2,Sova,1.05, 15.5  /  14.7  /  5.9 ,49.6%,15.4%,211,0.1%,"18,119",Initiator
2,3,Omen,1.01, 15.2  /  15  /  9.2 ,49.0%,15.4%,203,0.1%,"18,043",Controller
3,4,Killjoy,1.11, 16.4  /  14.8  /  3.2 ,50.2%,13.1%,219,0.1%,"15,344",Sentinel
4,5,Reyna,1.12, 17.9  /  16  /  4.4 ,50.9%,7.3%,241,0.1%,"8,511",Duelist
5,6,Breach,0.97, 15  /  15.5  /  8.4 ,49.3%,4.5%,201,0.1%,"5,269",Initiator
6,7,Raze,1.06, 17.1  /  16  /  4.7 ,50.6%,3.7%,242,0.1%,"4,385",Duelist
7,8,Skye,0.99, 15.1  /  15.2  /  8 ,51.9%,3.5%,204,0.1%,"4,130",Initiator
8,9,Cypher,1.07, 16  /  15  /  4.5 ,49.5%,3.0%,211,0.1%,"3,520",Sentinel
9,10,Phoenix,1.11, 17.7  /  15.9  /  5 ,51.5%,3.0%,240,0.1%,"3,514",Duelist
10,11,Chamber,1.13, 17.3  /  15.4  /  2.5 ,47.6%,2.7%,226,0.1%,"3,129",Sentinel
11,12,Astra,1.08, 15.6  /  14.5  /  7.8 ,50.8%,1.6%,206,0.1%,"1,855",Controller
12,13,Fade,1.02, 15.4  /  15.1  /  7.5 ,52.2%,1.4%,210,0.1%,"1,639",Initiator
13,14,Sage,0.99, 15  /  15.1  /  7.1 ,47.6%,1.0%,204,0.1%,"1,124",Sentinel
14,15,Yoru,1.06, 17.4  /  16.4  /  4.9 ,50.1%,0.9%,231,0.1%,"1,094",Duelist
15,16,Brimstone,1.02, 15.1  /  14.9  /  11.4 ,55.6%,0.8%,209,0.1%,919,Controller
16,17,Gekko,1.03, 15.6  /  15.2  /  5.5 ,52.2%,0.7%,209,0.1%,833,Initiator
17,18,Neon,1.03, 17.2  /  16.7  /  4.5 ,50.7%,0.4%,235,0.1%,523,Duelist
18,19,KAY/O,1.07, 16.8  /  15.7  /  10.3 ,40.0%,0.1%,226,95,,Initiator
19,20,Harbor,0.89, 17  /  19  /  12 ,0.0%,204,0.2%,3,,Controller
