,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.5  /  16  /  3.7 ,49.5%,12.5%,240,0.1%,"13,474"
1,2,Brimstone,1, 15  /  15  /  9.2 ,50.8%,12.3%,209,0.1%,"13,280"
2,3,Breach,0.94, 14.5  /  15.4  /  7.4 ,48.3%,10.9%,198,0.1%,"11,701"
3,4,Reyna,1.15, 17.9  /  15.6  /  4.5 ,50.7%,8.8%,245,0.1%,"9,497"
4,5,Killjoy,1.04, 15  /  14.4  /  3.9 ,51.3%,8.4%,205,0.2%,"9,044"
5,6,Raze,1.06, 17  /  16  /  4.8 ,50.1%,7.1%,241,0.1%,"7,631"
6,7,Gekko,0.95, 14.5  /  15.2  /  5.1 ,49.6%,6.7%,194,0.1%,"7,204"
7,8,Cypher,1.04, 15.3  /  14.8  /  4.9 ,50.1%,5.3%,206,0.1%,"5,766"
8,9,Sage,0.96, 14.3  /  14.8  /  6.9 ,50.3%,4.6%,195,0.1%,"4,935"
9,10,Viper,1, 14.9  /  14.9  /  5.9 ,48.4%,3.9%,204,0.2%,"4,216"
10,11,Fade,0.97, 14.7  /  15.1  /  6.4 ,48.5%,3.5%,201,0.1%,"3,811"
11,12,Neon,1.04, 17  /  16.4  /  4.4 ,49.1%,2.6%,236,0.1%,"2,855"
12,13,KAY/O,0.94, 14.6  /  15.6  /  9.4 ,46.2%,2.5%,205,0.1%,"2,735"
13,14,Chamber,1.09, 16.7  /  15.3  /  2.9 ,45.5%,2.5%,222,0.1%,"2,650"
14,15,Skye,0.92, 14.2  /  15.4  /  7.4 ,46.3%,1.8%,196,0.1%,"1,938"
15,16,Phoenix,1.11, 17.3  /  15.5  /  4.7 ,49.9%,1.8%,239,0.1%,"1,897"
16,17,Omen,0.99, 15.1  /  15.3  /  7.2 ,47.9%,1.6%,206,0.1%,"1,736"
17,18,Astra,1.01, 14.9  /  14.7  /  6.7 ,47.9%,1.1%,202,0.2%,"1,167"
18,19,Yoru,1.01, 16.1  /  16  /  4.5 ,49.0%,0.9%,216,0.1%,917
19,20,Harbor,0.91, 13.9  /  15.4  /  6 ,40.1%,0.7%,191,0.1%,793
20,21,Sova,0.97, 14.6  /  15.1  /  5.5 ,47.9%,0.5%,205,0.1%,585
