,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.5  /  15.9  /  3.8 ,48.5%,11.8%,241,0.1%,"18,497"
1,2,Breach,0.95, 14.5  /  15.3  /  7.1 ,48.8%,11.3%,200,0.1%,"17,736"
2,3,Brimstone,0.99, 14.7  /  14.8  /  8.9 ,51.9%,11.3%,207,0.1%,"17,715"
3,4,Reyna,1.15, 17.8  /  15.5  /  4.5 ,50.7%,9.9%,245,0.1%,"15,484"
4,5,Killjoy,1.03, 14.7  /  14.3  /  3.9 ,51.0%,8.0%,203,0.2%,"12,529"
5,6,Raze,1.06, 16.7  /  15.8  /  4.7 ,50.6%,7.6%,238,0.1%,"11,883"
6,7,Sage,0.93, 13.8  /  14.8  /  6.9 ,50.3%,6.1%,191,0.1%,"9,608"
7,8,Cypher,1.02, 14.9  /  14.7  /  4.9 ,49.6%,5.0%,203,0.1%,"7,905"
8,9,Fade,0.96, 14.4  /  15.1  /  6.3 ,48.8%,4.4%,199,0.1%,"6,925"
9,10,Viper,0.99, 14.7  /  14.8  /  5.8 ,48.5%,3.9%,204,0.2%,"6,209"
10,11,KAY/O,0.94, 14.5  /  15.5  /  9 ,45.9%,3.2%,206,0.1%,"5,097"
11,12,Neon,1.02, 16.8  /  16.4  /  4.4 ,48.0%,3.0%,233,0.1%,"4,746"
12,13,Chamber,1.1, 16.5  /  15  /  2.9 ,48.3%,2.9%,222,0.1%,"4,610"
13,14,Skye,0.94, 14.3  /  15.2  /  7.1 ,49.2%,2.8%,198,0.1%,"4,334"
14,15,Omen,0.96, 14.6  /  15.2  /  6.9 ,46.0%,2.4%,202,0.1%,"3,722"
15,16,Phoenix,1.1, 17  /  15.4  /  4.7 ,51.1%,2.3%,236,0.1%,"3,605"
16,17,Astra,1.05, 15.3  /  14.6  /  6.5 ,47.7%,1.2%,209,0.2%,"1,864"
17,18,Sova,0.96, 14.3  /  14.9  /  5.4 ,46.8%,1.1%,202,0.1%,"1,694"
18,19,Yoru,1.02, 15.8  /  15.5  /  4.2 ,44.1%,1.0%,220,0.1%,"1,577"
19,20,Harbor,0.9, 13.7  /  15.2  /  5.8 ,43.2%,0.9%,192,0.1%,"1,450"
