,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 18  /  15.5  /  4.6 ,50.5%,11.5%,252,0.1%,"28,949",Duelist
1,2,Jett,1.09, 17.2  /  15.7  /  3.9 ,48.8%,11.2%,239,0.1%,"28,232",Duelist
2,3,Sage,0.9, 13.3  /  14.8  /  7.2 ,50.1%,9.4%,187,0.1%,"23,757",Sentinel
3,4,Fade,0.95, 14.3  /  15  /  6.4 ,49.5%,7.2%,200,0.1%,"18,147",Initiator
4,5,Viper,0.99, 14.5  /  14.6  /  6 ,50.2%,6.6%,204,0.2%,"16,530",Controller
5,6,Killjoy,1.0, 14.2  /  14.2  /  4 ,49.8%,5.6%,199,0.2%,"14,205",Sentinel
6,7,Raze,1.05, 16.5  /  15.8  /  4.8 ,48.3%,5.2%,240,0.1%,"13,105",Duelist
7,8,Cypher,1.0, 14.6  /  14.6  /  4.9 ,50.0%,4.5%,199,0.2%,"11,395",Sentinel
8,9,Skye,0.95, 14.4  /  15.1  /  7.7 ,49.4%,4.5%,202,0.1%,"11,237",Initiator
9,10,Phoenix,1.13, 17.4  /  15.3  /  4.9 ,50.6%,4.2%,246,0.1%,"10,653",Duelist
10,11,KAY/O,0.92, 14.3  /  15.5  /  8.5 ,47.2%,3.9%,205,0.1%,"9,888",Initiator
11,12,Brimstone,0.95, 14  /  14.7  /  8 ,50.1%,3.9%,202,0.1%,"9,774",Controller
12,13,Omen,0.96, 14.6  /  15.2  /  6.4 ,48.5%,3.6%,205,0.1%,"9,180",Controller
13,14,Chamber,1.08, 16  /  14.7  /  3.1 ,48.7%,3.5%,218,0.1%,"8,777",Sentinel
14,15,Astra,1.06, 15.3  /  14.4  /  6.3 ,50.5%,3.3%,209,0.2%,"8,225",Controller
15,16,Sova,0.99, 14.6  /  14.7  /  5.6 ,51.5%,3.1%,206,0.1%,"7,852",Initiator
16,17,Harbor,0.91, 13.8  /  15.2  /  6 ,47.2%,3.1%,190,0.1%,"7,712",Controller
17,18,Breach,0.93, 14.4  /  15.4  /  6.6 ,50.0%,2.0%,203,0.1%,"5,133",Initiator
18,19,Neon,0.99, 16.2  /  16.4  /  4.3 ,47.3%,2.0%,229,0.1%,"5,123",Duelist
19,20,Yoru,1.0, 15.7  /  15.7  /  4.3 ,46.6%,1.6%,219,0.1%,"4,001",Duelist
