,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.6 ,49.1%,15.6%,237,0.2%,"272,588"
1,2,Omen,0.98, 14.8  /  15.2  /  9 ,48.4%,12.2%,203,0.1%,"212,208"
2,3,Sova,1.02, 14.8  /  14.6  /  6.2 ,50.5%,10.9%,206,0.1%,"190,197"
3,4,Reyna,1.11, 17.5  /  15.8  /  4.5 ,49.9%,9.9%,239,0.2%,"172,721"
4,5,Killjoy,1.01, 14.6  /  14.5  /  3.6 ,49.4%,9.2%,199,0.1%,"159,887"
5,6,Raze,1.03, 16.5  /  16.1  /  5 ,49.0%,4.6%,236,0.2%,"81,161"
6,7,Brimstone,0.97, 14.5  /  15  /  10.2 ,51.7%,4.6%,205,0.1%,"81,098"
7,8,Deadlock,0.99, 15  /  15.1  /  3.8 ,48.6%,4.1%,215,0.1%,"71,803"
8,9,KAY/O,0.92, 14.4  /  15.6  /  9.2 ,45.3%,4.0%,202,0.1%,"69,331"
9,10,Sage,0.94, 14.1  /  15  /  7.1 ,50.6%,3.9%,194,0.1%,"68,110"
10,11,Skye,0.94, 14.4  /  15.3  /  7.9 ,49.2%,3.8%,197,0.1%,"67,114"
11,12,Chamber,1.08, 16.5  /  15.2  /  2.8 ,48.2%,3.3%,219,0.2%,"57,786"
12,13,Phoenix,1.1, 17.3  /  15.7  /  4.9 ,51.4%,3.3%,240,0.2%,"57,181"
13,14,Cypher,1.01, 14.7  /  14.6  /  4.9 ,49.3%,2.8%,198,0.1%,"49,206"
14,15,Astra,1.04, 15.4  /  14.8  /  8 ,50.5%,2.0%,208,0.1%,"34,817"
15,16,Fade,0.96, 14.5  /  15.1  /  6.7 ,47.9%,1.6%,199,0.1%,"28,301"
16,17,Breach,0.93, 14.5  /  15.5  /  7.3 ,47.2%,1.2%,200,0.1%,"20,826"
17,18,Gekko,0.92, 14.1  /  15.3  /  4.8 ,47.6%,0.9%,190,0.1%,"15,703"
18,19,Yoru,1.02, 16  /  15.8  /  4.4 ,46.9%,0.9%,219,0.2%,"15,577"
19,20,Neon,0.96, 15.8  /  16.5  /  4.1 ,45.9%,0.5%,219,0.2%,"9,569"
20,21,Viper,0.99, 14.7  /  14.9  /  5.9 ,47.2%,0.5%,204,0.1%,"7,865"
21,22,Harbor,0.93, 14.2  /  15.3  /  6.3 ,44.4%,0.2%,195,0.1%,"2,624"
