,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.12, 17  /  15.2  /  4.6 ,50.2%,11.4%,243,0.2%,"459,484",Duelist
1,2,Sage,0.88, 12.8  /  14.5  /  7.2 ,50.5%,11.3%,184,0.1%,"454,607",Sentinel
2,3,Omen,0.97, 14.5  /  14.9  /  6 ,49.2%,8.7%,205,0.1%,"352,912",Controller
3,4,Raze,1.02, 15.7  /  15.4  /  5.1 ,50.2%,7.4%,233,0.2%,"300,679",Duelist
4,5,Jett,1.05, 16.2  /  15.5  /  4 ,49.2%,6.7%,231,0.2%,"271,873",Duelist
5,6,Skye,0.9, 13.2  /  14.8  /  7.8 ,49.6%,6.0%,191,0.1%,"241,919",Initiator
6,7,Killjoy,0.97, 13.8  /  14.2  /  4.1 ,50.7%,5.1%,198,0.1%,"204,052",Sentinel
7,8,Deadlock,0.96, 14.2  /  14.8  /  4.1 ,49.2%,4.9%,206,0.1%,"197,674",Sentinel
8,9,Brimstone,0.94, 13.9  /  14.7  /  7.5 ,50.2%,4.9%,203,0.1%,"197,338",Controller
9,10,Cypher,0.99, 14.1  /  14.3  /  5 ,49.5%,3.9%,197,0.1%,"158,780",Sentinel
10,11,Gekko,0.89, 13.3  /  14.9  /  4.7 ,49.1%,3.8%,188,0.1%,"155,022",Initiator
11,12,Phoenix,1.05, 15.8  /  15.1  /  4.7 ,49.3%,3.6%,228,0.2%,"144,450",Duelist
12,13,Viper,0.95, 13.8  /  14.5  /  5.3 ,48.8%,2.9%,198,0.1%,"118,787",Controller
13,14,Sova,0.93, 13.6  /  14.7  /  5.2 ,48.0%,2.7%,197,0.1%,"109,285",Initiator
14,15,Fade,0.9, 13.4  /  14.9  /  6 ,48.7%,2.7%,191,0.1%,"108,037",Initiator
15,16,KAY/O,0.87, 13.3  /  15.2  /  8 ,46.3%,2.5%,195,0.1%,"99,527",Initiator
16,17,Neon,0.96, 15.2  /  15.8  /  4.2 ,47.6%,2.4%,219,0.2%,"97,993",Duelist
17,18,Chamber,1.03, 15.1  /  14.7  /  3.4 ,48.2%,2.4%,211,0.2%,"96,058",Sentinel
18,19,Breach,0.93, 14  /  15.2  /  5.9 ,48.7%,2.3%,201,0.1%,"92,407",Initiator
19,20,Yoru,0.97, 14.8  /  15.2  /  4.3 ,47.0%,2.2%,210,0.1%,"89,647",Duelist
20,21,Astra,1.0, 14.4  /  14.4  /  5.7 ,49.2%,1.4%,204,0.1%,"55,001",Controller
21,22,Harbor,0.88, 13.2  /  15.1  /  5.5 ,45.5%,0.8%,189,0.1%,"30,740",Controller
