,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.12, 17.6  /  15.7  /  3.9 ,50.6%,12.8%,244,0.2%,"1,857,420"
1,2,Chamber,1.11, 16.5  /  14.9  /  3.2 ,50.3%,12.6%,224,0.2%,"1,834,011"
2,3,Sage,0.93, 13.8  /  14.8  /  6.7 ,50.8%,10.0%,192,0.1%,"1,458,549"
3,4,Jett,1.07, 17.2  /  16  /  3.6 ,49.8%,9.5%,239,0.2%,"1,380,927"
4,5,Raze,1.04, 16.5  /  15.9  /  4.8 ,51.0%,7.1%,239,0.2%,"1,028,874"
5,6,Omen,0.97, 14.8  /  15.3  /  5.6 ,48.5%,7.1%,204,0.1%,"1,025,151"
6,7,Viper,0.97, 14.3  /  14.7  /  5.3 ,50.5%,5.5%,199,0.1%,"802,689"
7,8,Brimstone,0.96, 14.4  /  14.9  /  7.1 ,51.7%,5.4%,203,0.1%,"780,759"
8,9,Fade,0.96, 14.4  /  15.1  /  7 ,50.6%,5.3%,201,0.1%,"764,439"
9,10,Sova,0.97, 14.3  /  14.7  /  5.5 ,49.7%,4.8%,202,0.1%,"694,110"
10,11,Skye,0.96, 14.5  /  15.2  /  5.9 ,50.3%,4.2%,202,0.1%,"609,348"
11,12,KAY/O,0.92, 14.2  /  15.5  /  7.6 ,46.9%,3.5%,203,0.1%,"507,246"
12,13,Killjoy,0.98, 14.2  /  14.5  /  3.9 ,50.7%,3.0%,200,0.1%,"440,691"
13,14,Breach,0.93, 14.4  /  15.5  /  5.4 ,47.1%,2.2%,199,0.1%,"325,686"
14,15,Neon,1.01, 16.4  /  16.3  /  3.9 ,48.9%,2.1%,231,0.2%,"309,315"
15,16,Cypher,0.98, 14.4  /  14.8  /  4.3 ,48.0%,1.7%,198,0.1%,"246,993"
16,17,Yoru,1, 15.7  /  15.8  /  3.5 ,46.8%,1.3%,217,0.1%,"182,580"
17,18,Astra,1.01, 15.1  /  14.9  /  5.5 ,48.1%,1.0%,205,0.1%,"144,381"
18,19,Phoenix,1.05, 16.3  /  15.5  /  3.7 ,49.3%,0.9%,231,0.2%,"131,223"
