,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.14, 17.4  /  15.3  /  4.7 ,50.6%,11.5%,247,0.1%,"31,677"
1,2,Sage,0.9, 13.2  /  14.6  /  7.1 ,49.1%,10.9%,188,0.1%,"29,798"
2,3,Killjoy,1, 14.1  /  14.1  /  4.3 ,50.0%,9.9%,203,0.2%,"27,245"
3,4,Omen,0.98, 14.7  /  15  /  6.8 ,48.8%,7.8%,207,0.1%,"21,355"
4,5,Jett,1.08, 16.7  /  15.5  /  4 ,50.1%,7.6%,237,0.1%,"20,733"
5,6,Raze,1.04, 16  /  15.4  /  5.3 ,51.2%,6.4%,237,0.1%,"17,497"
6,7,Brimstone,0.96, 14.1  /  14.7  /  8.1 ,51.2%,5.5%,207,0.1%,"15,213"
7,8,Sova,0.99, 14.4  /  14.5  /  5.8 ,50.4%,5.4%,207,0.1%,"14,958"
8,9,Gekko,0.92, 13.8  /  14.9  /  5 ,49.3%,4.9%,194,0.1%,"13,396"
9,10,Fade,0.92, 13.6  /  14.8  /  6.3 ,48.7%,3.7%,194,0.1%,"10,245"
10,11,Phoenix,1.08, 16.5  /  15.3  /  4.9 ,49.6%,3.7%,237,0.1%,"10,039"
11,12,Skye,0.9, 13.5  /  14.9  /  7.8 ,48.8%,3.4%,195,0.1%,"9,311"
12,13,KAY/O,0.9, 13.8  /  15.3  /  8.2 ,46.5%,3.3%,200,0.1%,"8,996"
13,14,Viper,0.96, 13.9  /  14.5  /  5.6 ,48.4%,2.9%,200,0.1%,"7,838"
14,15,Cypher,0.99, 14.1  /  14.3  /  5.2 ,48.8%,2.9%,198,0.2%,"7,831"
15,16,Neon,0.97, 15.4  /  15.9  /  4.3 ,47.6%,2.2%,223,0.1%,"6,170"
16,17,Chamber,1.06, 15.6  /  14.8  /  3.4 ,49.7%,2.1%,218,0.1%,"5,691"
17,18,Yoru,0.97, 15.1  /  15.5  /  4.3 ,45.6%,2.0%,214,0.1%,"5,498"
18,19,Breach,0.93, 14.2  /  15.3  /  6.1 ,48.4%,1.8%,203,0.1%,"4,842"
19,20,Astra,1.02, 14.7  /  14.4  /  6.3 ,49.0%,1.3%,209,0.1%,"3,491"
20,21,Harbor,0.89, 13.5  /  15.2  /  5.8 ,46.2%,1.0%,191,0.1%,"2,653"
