,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.88, 12.7  /  14.4  /  6.4 ,50.9%,12.7%,184,0.1%,"1,987,470"
1,2,Reyna,1.14, 17.2  /  15  /  4.4 ,51.2%,12.5%,247,0.2%,"1,957,176"
2,3,Jett,1.08, 16.5  /  15.2  /  3.8 ,50.8%,7.2%,237,0.2%,"1,130,058"
3,4,Chamber,1.06, 15.3  /  14.5  /  3.3 ,50.1%,7.2%,215,0.2%,"1,122,255"
4,5,Raze,1.01, 15.4  /  15.3  /  4.8 ,50.2%,6.4%,230,0.1%,"997,305"
5,6,Omen,0.95, 14.1  /  14.9  /  5.1 ,49.0%,6.1%,202,0.1%,"956,862"
6,7,Fade,0.89, 13.2  /  14.8  /  6 ,50.2%,5.1%,192,0.1%,"804,984"
7,8,Viper,0.94, 13.5  /  14.4  /  5.1 ,50.1%,5.1%,194,0.1%,"803,301"
8,9,Brimstone,0.93, 13.6  /  14.6  /  6.3 ,50.8%,5.1%,198,0.1%,"801,822"
9,10,Sova,0.93, 13.5  /  14.5  /  5.1 ,49.6%,5.0%,196,0.1%,"785,604"
10,11,Killjoy,0.94, 13.2  /  14  /  4.1 ,51.8%,4.4%,194,0.1%,"690,744"
11,12,Phoenix,1.06, 15.9  /  14.9  /  4.3 ,50.6%,4.0%,230,0.2%,"624,954"
12,13,Skye,0.89, 13.1  /  14.8  /  6.9 ,49.5%,3.8%,191,0.1%,"592,569"
13,14,KAY/O,0.87, 13.1  /  15.1  /  7.3 ,47.3%,3.3%,193,0.1%,"522,699"
14,15,Neon,0.98, 15.3  /  15.6  /  4.1 ,49.1%,3.0%,223,0.2%,"467,976"
15,16,Yoru,0.96, 14.6  /  15.2  /  4.1 ,46.4%,2.6%,209,0.1%,"409,581"
16,17,Cypher,0.94, 13.5  /  14.3  /  4.6 ,48.8%,2.4%,191,0.1%,"371,586"
17,18,Breach,0.9, 13.6  /  15.1  /  5.7 ,50.2%,1.9%,198,0.1%,"299,523"
18,19,Harbor,0.86, 13.1  /  15.2  /  4.6 ,46.9%,1.4%,188,0.1%,"216,648"
19,20,Astra,0.98, 14  /  14.3  /  5.1 ,51.3%,0.9%,198,0.1%,"143,259"
