,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.12, 17.5  /  15.6  /  4.1 ,50.6%,15.1%,245,0.2%,"1,768,374"
1,2,Jett,1.11, 17.4  /  15.7  /  3.7 ,50.1%,14.7%,243,0.2%,"1,731,603"
2,3,Sage,0.94, 13.8  /  14.7  /  6.8 ,51.2%,13.7%,190,0.1%,"1,609,611"
3,4,Sova,0.98, 14.2  /  14.6  /  6 ,50.7%,7.7%,202,0.1%,"907,647"
4,5,Omen,0.96, 14.6  /  15.3  /  5.3 ,49.0%,7.2%,201,0.1%,"849,864"
5,6,Killjoy,0.98, 14.1  /  14.5  /  4 ,50.7%,6.5%,200,0.1%,"761,175"
6,7,Raze,1.02, 16.1  /  15.8  /  4.8 ,49.7%,6.4%,236,0.2%,"754,596"
7,8,Skye,0.95, 14.4  /  15.2  /  5.8 ,48.9%,6.3%,199,0.1%,"738,429"
8,9,Viper,0.97, 14.2  /  14.6  /  5.3 ,51.3%,5.8%,198,0.1%,"681,207"
9,10,Cypher,0.97, 14.2  /  14.7  /  4.1 ,48.8%,3.8%,195,0.1%,"444,363"
10,11,Brimstone,0.95, 14.2  /  15  /  6.7 ,50.1%,3.6%,200,0.1%,"421,974"
11,12,Astra,1, 14.7  /  14.7  /  5.1 ,49.6%,2.6%,199,0.1%,"301,155"
12,13,Phoenix,1.03, 16.1  /  15.6  /  3.9 ,48.5%,2.4%,228,0.2%,"281,775"
13,14,Breach,0.93, 14.3  /  15.5  /  5.3 ,48.5%,1.6%,199,0.1%,"188,649"
14,15,KAY/O,0.9, 13.9  /  15.5  /  7.5 ,45.4%,1.6%,197,0.1%,"183,753"
15,16,Yoru,0.94, 14.8  /  15.7  /  3.4 ,43.9%,1.1%,209,0.2%,"125,205"
