,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.16, 17.8  /  15.4  /  4.3 ,50.7%,12.6%,251,0.2%,"2,610,639"
1,2,Sage,0.9, 13.2  /  14.7  /  6.6 ,51.2%,10.8%,188,0.1%,"2,231,199"
2,3,Jett,1.1, 17.1  /  15.6  /  3.7 ,50.7%,9.0%,242,0.2%,"1,857,930"
3,4,Chamber,1.09, 16.1  /  14.7  /  3.2 ,50.3%,8.9%,221,0.2%,"1,851,963"
4,5,Raze,1.04, 16.2  /  15.5  /  4.8 ,50.7%,6.1%,239,0.2%,"1,271,022"
5,6,Omen,0.97, 14.6  /  15.1  /  5.6 ,49.3%,5.8%,205,0.1%,"1,197,990"
6,7,Viper,0.97, 14.1  /  14.5  /  5.3 ,51.0%,5.5%,199,0.1%,"1,145,307"
7,8,Brimstone,0.96, 14.1  /  14.7  /  6.9 ,51.9%,5.5%,203,0.1%,"1,142,859"
8,9,Sova,0.97, 14.1  /  14.6  /  5.2 ,50.1%,5.2%,201,0.1%,"1,068,093"
9,10,Fade,0.93, 13.9  /  14.9  /  6.1 ,50.1%,4.9%,197,0.1%,"1,018,317"
10,11,Killjoy,0.97, 13.8  /  14.2  /  4 ,51.5%,3.9%,198,0.1%,"817,326"
11,12,Phoenix,1.11, 16.8  /  15.2  /  4.3 ,51.2%,3.6%,240,0.2%,"736,338"
12,13,Skye,0.92, 13.8  /  15  /  6.9 ,50.0%,3.6%,197,0.1%,"735,981"
13,14,KAY/O,0.89, 13.7  /  15.4  /  7.6 ,46.3%,3.3%,199,0.1%,"677,739"
14,15,Cypher,0.98, 14.1  /  14.4  /  4.6 ,48.9%,2.6%,197,0.1%,"533,562"
15,16,Neon,1, 16  /  16  /  4 ,49.0%,2.3%,229,0.2%,"483,582"
16,17,Breach,0.93, 14.2  /  15.3  /  6 ,49.3%,2.3%,201,0.1%,"477,360"
17,18,Yoru,0.99, 15.3  /  15.4  /  4.1 ,46.7%,1.7%,216,0.1%,"347,820"
18,19,Harbor,0.89, 13.7  /  15.3  /  4.8 ,46.0%,1.3%,192,0.1%,"264,741"
19,20,Astra,1.02, 14.7  /  14.4  /  5.4 ,48.9%,1.2%,204,0.1%,"252,042"
